 ,Area,Mean,Min,Max,XM,YM,Circ.,Median,Slice,AR,Round,Solidity
1,0.224,112.387,104,124,4.194,3.975,0.913,112,1,1.207,0.828,0.879
2,0.998,120.141,104,150,4.296,4.024,0.871,118,2,1.126,0.888,0.922
3,1.789,125.127,104,177,4.272,3.992,0.686,119,3,1.299,0.770,0.866
4,2.147,129.838,104,192,4.218,4.064,0.768,122,4,1.157,0.865,0.889
5,2.896,131.062,103,193,4.202,4.114,0.793,125,5,1.157,0.864,0.912
6,2.993,134.436,104,213,4.174,4.142,0.786,125,6,1.219,0.821,0.907
7,3.246,134.774,104,203,4.254,4.068,0.804,126,7,1.183,0.846,0.913
8,3.760,134.680,103,202,4.179,4.164,0.781,128,8,1.129,0.885,0.907
9,3.488,136.888,104,207,4.196,4.204,0.722,130,9,1.076,0.929,0.874
10,3.864,135.672,103,193,4.207,4.314,0.802,129,10,1.092,0.915,0.926
11,4.031,139.208,103,216,4.179,4.296,0.717,130,11,1.028,0.973,0.881
12,4.428,135.916,103,210,4.218,4.378,0.721,127,12,1.130,0.885,0.892
13,4.128,136.539,104,210,4.175,4.494,0.723,130,13,1.133,0.882,0.880
14,4.772,134.870,103,205,4.207,4.572,0.681,129,14,1.032,0.969,0.883
15,4.757,135.915,103,197,4.189,4.611,0.778,130,15,1.164,0.859,0.905
16,4.486,137.406,103,202,4.198,4.682,0.794,132,16,1.118,0.894,0.919
17,4.783,134.571,103,203,4.227,4.722,0.793,126,17,1.149,0.870,0.918
18,4.765,132.717,103,191,4.229,4.809,0.752,127,18,1.214,0.823,0.912
19,4.869,132.022,103,195,4.206,4.840,0.735,125,19,1.114,0.898,0.904
20,4.909,132.742,103,192,4.210,4.891,0.739,126,20,1.150,0.870,0.889
21,4.942,133.047,104,189,4.224,4.944,0.788,127,21,1.053,0.949,0.912
22,4.826,132.110,103,193,4.203,4.929,0.732,126,22,1.143,0.875,0.886
23,5.094,133.808,103,187,4.189,4.965,0.748,128,23,1.186,0.843,0.899
24,4.837,134.021,103,189,4.212,5.118,0.714,129,24,1.068,0.936,0.873
25,4.616,132.290,103,188,4.222,5.113,0.734,128,25,1.222,0.818,0.900
26,4.913,129.945,103,181,4.218,5.111,0.818,126,26,1.128,0.886,0.932
27,4.707,132.169,103,174,4.210,5.190,0.747,129,27,1.289,0.776,0.907
28,4.942,130.885,102,176,4.246,5.173,0.699,128,28,1.116,0.896,0.865
29,4.985,128.051,103,180,4.227,5.220,0.688,123,29,1.183,0.845,0.887
30,5.166,128.582,103,175,4.219,5.237,0.613,124,30,1.240,0.807,0.857
