 ,Area,Mean,Min,Max,XM,YM,Circ.,Median,Slice,AR,Round,Solidity
1,941.956,15.989,0,50,23.559,12.236,0.384,16,1,1.523,0.657,0.956
2,938.807,16.052,7,66,23.570,12.263,0.386,16,2,1.523,0.657,0.948
3,940.658,16.003,0,63,23.638,12.292,0.391,16,3,1.520,0.658,0.955
4,941.620,15.941,6,68,23.721,12.311,0.447,16,4,1.521,0.657,0.959
5,940.741,15.961,0,62,23.700,12.356,0.410,16,5,1.518,0.659,0.956
6,939.866,16.039,0,64,23.803,12.356,0.395,16,6,1.519,0.658,0.956
7,943.094,16.009,0,63,23.865,12.385,0.399,16,7,1.522,0.657,0.953
8,962.793,15.775,5,61,23.969,12.475,0.410,16,8,1.539,0.650,0.954
9,946.558,15.987,6,60,23.971,12.507,0.353,16,9,1.526,0.655,0.954
10,944.099,15.987,0,56,24.053,12.548,0.382,16,10,1.523,0.657,0.951
11,946.514,15.972,0,54,24.146,12.590,0.373,16,11,1.526,0.655,0.951
12,947.273,15.962,6,52,24.160,12.653,0.385,16,12,1.527,0.655,0.956
13,944.407,16.025,6,57,24.223,12.676,0.395,16,13,1.523,0.657,0.951
14,942.813,16.025,6,59,24.307,12.731,0.383,16,14,1.524,0.656,0.951
15,942.440,15.954,6,52,24.313,12.796,0.363,16,15,1.520,0.658,0.950
16,942.212,15.967,0,54,24.349,12.862,0.384,16,16,1.523,0.657,0.951
17,940.347,15.967,0,53,24.464,12.844,0.432,16,17,1.524,0.656,0.956
18,936.215,16.015,0,54,24.475,12.929,0.389,16,18,1.523,0.657,0.956
19,938.446,15.934,6,50,24.523,12.920,0.390,16,19,1.527,0.655,0.952
20,935.789,15.958,0,49,24.548,12.889,0.421,16,20,1.527,0.655,0.952
21,959.120,15.773,0,48,24.662,12.899,0.388,16,21,1.556,0.643,0.956
22,955.060,15.755,0,46,24.639,12.899,0.404,16,22,1.554,0.644,0.950
23,929.744,15.962,6,47,24.617,12.969,0.402,16,23,1.522,0.657,0.953
24,930.239,15.966,0,52,24.693,12.972,0.355,16,24,1.528,0.655,0.945
25,948.582,15.697,5,52,24.734,12.954,0.383,16,25,1.548,0.646,0.947
26,944.237,15.734,0,44,24.772,12.948,0.354,16,26,1.549,0.646,0.944
27,943.207,15.747,0,47,24.837,12.991,0.369,16,27,1.554,0.644,0.941
28,943.937,15.740,5,48,24.854,13.015,0.409,16,28,1.556,0.642,0.949
29,936.851,15.708,0,47,24.926,13.036,0.392,16,29,1.551,0.645,0.947
30,935.380,15.748,0,51,25.020,13.058,0.380,16,30,1.560,0.641,0.954
31,933.493,15.681,0,45,24.989,13.078,0.376,16,31,1.561,0.640,0.940
32,927.109,15.717,6,45,25.027,13.103,0.377,16,32,1.556,0.642,0.947
33,949.330,15.495,4,47,25.123,13.091,0.370,16,33,1.591,0.628,0.944
34,945.401,15.496,0,49,25.146,13.161,0.346,16,34,1.589,0.629,0.945
35,875.226,16.052,0,48,24.984,13.318,0.309,16,35,1.531,0.653,0.939
36,862.935,16.126,0,45,24.967,13.479,0.404,16,36,1.533,0.652,0.956
37,869.373,16.051,6,49,25.104,13.433,0.333,16,37,1.547,0.646,0.937
38,857.108,16.067,6,46,24.956,13.508,0.402,16,38,1.530,0.654,0.955
39,854.461,16.090,0,47,25.023,13.544,0.403,16,39,1.531,0.653,0.949
40,854.888,16.060,0,45,24.947,13.560,0.403,16,40,1.530,0.654,0.951
41,854.751,16.035,0,45,24.908,13.571,0.393,16,41,1.534,0.652,0.951
42,846.349,15.995,0,41,24.971,13.624,0.406,16,42,1.537,0.651,0.954
43,919.040,15.415,0,45,25.192,13.408,0.294,16,43,1.601,0.625,0.936
44,840.692,16.081,0,44,25.034,13.699,0.412,16,44,1.546,0.647,0.953
45,839.752,16.072,7,44,25.029,13.741,0.435,16,45,1.557,0.642,0.951
46,835.345,16.077,0,45,25.057,13.816,0.414,16,46,1.575,0.635,0.957
47,850.427,15.987,7,44,25.162,13.804,0.423,16,47,1.590,0.629,0.951
48,829.312,16.075,7,43,25.188,13.893,0.363,16,48,1.604,0.623,0.945
49,822.714,16.119,0,39,25.214,13.933,0.419,16,49,1.608,0.622,0.955
50,820.654,16.087,0,44,25.260,13.986,0.442,16,50,1.628,0.614,0.954
51,893.934,15.386,0,39,25.501,13.750,0.337,16,51,1.665,0.601,0.929
52,835.613,15.949,5,41,25.324,14.024,0.410,16,52,1.631,0.613,0.944
53,808.587,16.121,0,42,25.316,14.167,0.409,16,53,1.654,0.605,0.953
54,809.841,16.048,0,41,25.437,14.175,0.431,16,54,1.664,0.601,0.957
55,822.754,15.992,0,40,25.424,14.232,0.466,16,55,1.678,0.596,0.957
56,820.270,15.992,0,42,25.466,14.246,0.436,16,56,1.695,0.590,0.958
57,799.285,16.085,7,42,25.454,14.287,0.423,16,57,1.696,0.590,0.955
58,812.480,16.016,0,43,25.518,14.282,0.423,16,58,1.710,0.585,0.957
59,809.230,16.024,7,45,25.483,14.349,0.468,16,59,1.714,0.583,0.958
60,806.457,16.043,7,45,25.542,14.363,0.427,16,60,1.721,0.581,0.953
61,804.408,15.996,0,39,25.554,14.387,0.424,16,61,1.734,0.577,0.954
62,802.192,16.051,7,47,25.564,14.442,0.445,16,62,1.761,0.568,0.954
63,797.789,16.000,7,41,25.555,14.516,0.397,16,63,1.767,0.566,0.950
64,795.244,16.039,8,42,25.548,14.570,0.457,16,64,1.782,0.561,0.952
65,791.874,16.068,0,40,25.530,14.580,0.456,16,65,1.793,0.558,0.957
66,788.668,16.074,0,39,25.526,14.609,0.466,16,66,1.798,0.556,0.943
67,785.902,16.082,7,42,25.553,14.620,0.431,16,67,1.806,0.554,0.935
68,779.164,16.036,0,41,25.600,14.700,0.416,16,68,1.828,0.547,0.943
69,775.469,16.037,6,42,25.648,14.743,0.433,16,69,1.835,0.545,0.953
70,770.318,16.125,7,39,25.638,14.806,0.460,16,70,1.844,0.542,0.946
71,772.173,16.101,7,41,25.650,14.809,0.440,16,71,1.855,0.539,0.949
