 ,Area,Mean,Min,Max,XM,YM,Circ.,Median,Slice,AR,Round,Solidity
1,0.249,32.217,29,38,4.075,4.697,0.939,31,1,1.206,0.829,0.920
2,1.301,32.714,27,40,4.150,4.832,0.679,32,2,1.166,0.858,0.845
3,2.061,33.551,28,44,4.113,4.699,0.483,33,3,1.260,0.794,0.762
4,1.981,34.934,28,48,4.078,4.614,0.492,34,4,1.166,0.858,0.641
5,2.773,34.647,28,50,4.057,4.522,0.638,33,5,1.234,0.810,0.843
6,3.087,35.005,28,51,4.087,4.467,0.412,33,6,1.277,0.783,0.707
7,3.709,36.212,28,52,4.030,4.583,0.510,35,7,1.216,0.822,0.763
8,3.825,34.472,28,48,4.092,4.453,0.598,34,8,1.233,0.811,0.792
9,3.958,34.543,28,52,4.075,4.504,0.461,33,9,1.240,0.806,0.793
10,3.749,35.270,28,49,4.124,4.399,0.552,34,10,1.496,0.668,0.805
11,4.963,33.829,28,45,4.225,4.508,0.609,33,11,1.278,0.782,0.858
12,4.414,34.637,26,48,4.028,4.507,0.427,34,12,1.222,0.819,0.678
13,4.602,34.610,28,46,4.127,4.577,0.486,34,13,1.213,0.825,0.762
14,4.486,35.127,28,48,4.149,4.540,0.509,34,14,1.200,0.833,0.813
15,4.797,34.187,27,46,4.117,4.479,0.474,34,15,1.249,0.801,0.716
16,4.949,34.188,27,45,4.246,4.589,0.302,33,16,1.185,0.844,0.667
17,4.345,33.705,28,43,4.225,4.541,0.276,33,17,1.313,0.762,0.614
18,4.309,33.424,26,47,4.190,4.622,0.351,32,18,1.090,0.917,0.684
19,4.692,33.475,27,45,4.089,4.673,0.462,33,19,1.299,0.770,0.764
20,4.649,33.954,27,52,4.115,4.608,0.398,32,20,1.225,0.816,0.747
21,4.938,33.792,28,45,4.186,4.726,0.368,33,21,1.103,0.907,0.707
22,4.960,33.585,27,45,4.120,4.649,0.266,32,22,1.189,0.841,0.709
23,4.530,33.907,28,48,4.180,4.634,0.291,33,23,1.140,0.877,0.603
24,4.602,33.332,28,46,4.053,4.690,0.251,33,24,1.179,0.848,0.721
25,5.466,32.756,26,42,4.105,4.633,0.322,32,25,1.115,0.897,0.683
26,5.065,33.666,28,41,4.081,4.620,0.487,34,26,1.155,0.865,0.813
27,4.634,32.763,25,43,4.133,4.688,0.275,32,27,1.071,0.934,0.665
28,5.155,32.816,27,44,4.023,4.780,0.378,32,28,1.148,0.871,0.751
29,5.339,32.914,26,43,4.074,4.792,0.296,32,29,1.198,0.835,0.667
30,5.003,32.870,28,41,4.060,4.670,0.269,33,30,1.176,0.850,0.681
31,4.559,33.860,27,44,4.164,4.659,0.316,33,31,1.145,0.873,0.594
32,4.591,32.710,28,40,4.167,4.679,0.284,32,32,1.299,0.770,0.721
33,4.645,33.201,28,44,4.151,4.689,0.423,33,33,1.168,0.856,0.687
34,4.822,32.978,26,43,4.145,4.659,0.632,33,34,1.079,0.927,0.861
35,5.441,32.409,27,40,4.183,4.674,0.537,32,35,1.216,0.822,0.835
36,5.079,32.922,28,41,4.158,4.717,0.396,32,36,1.270,0.788,0.740
37,5.094,32.655,27,44,4.095,4.793,0.420,32,37,1.312,0.762,0.786
38,5.318,32.471,26,39,4.172,4.706,0.368,32,38,1.295,0.772,0.780
39,5.560,32.527,27,42,4.090,4.772,0.578,32,39,1.247,0.802,0.837
40,4.725,32.577,28,45,4.243,4.775,0.269,32,40,1.106,0.904,0.653
41,4.851,32.075,27,42,4.250,4.920,0.380,31,41,1.215,0.823,0.749
42,5.278,32.648,28,41,4.107,4.770,0.486,32,42,1.115,0.897,0.734
43,5.003,32.579,28,42,4.255,4.842,0.303,32,43,1.087,0.920,0.680
44,4.436,33.252,28,41,4.276,4.857,0.385,33,44,1.193,0.838,0.562
45,5.072,31.967,27,41,4.242,4.810,0.291,32,45,1.127,0.887,0.722
46,5.466,32.468,26,39,4.293,4.926,0.366,32,46,1.197,0.835,0.771
47,4.963,33.039,28,42,4.231,4.996,0.366,32,47,1.288,0.777,0.761
48,4.754,33.601,28,44,4.211,4.836,0.332,33,48,1.147,0.872,0.740
49,4.833,32.957,27,43,4.269,4.842,0.359,32,49,1.340,0.747,0.762
50,4.320,33.115,28,43,4.238,4.913,0.255,33,50,1.163,0.860,0.656
51,4.244,32.792,28,42,4.279,4.985,0.397,32,51,1.159,0.863,0.778
52,4.851,33.168,28,42,4.345,4.995,0.335,33,52,1.196,0.836,0.738
53,4.399,31.973,27,41,4.303,4.980,0.211,31,53,1.057,0.946,0.650
54,4.707,32.180,27,37,4.231,4.917,0.525,32,54,1.159,0.862,0.801
55,4.580,32.362,28,43,4.408,5.075,0.277,32,55,1.429,0.700,0.664
56,5.838,32.755,27,41,4.288,5.054,0.419,33,56,1.041,0.960,0.793
57,4.739,32.443,27,39,4.384,4.979,0.489,32,57,1.158,0.863,0.800
58,5.495,32.514,28,43,4.379,5.001,0.241,32,58,1.090,0.917,0.732
59,4.378,32.130,28,40,4.480,5.156,0.239,32,59,1.039,0.962,0.600
60,4.765,32.421,28,44,4.349,5.056,0.286,32,60,1.266,0.790,0.677
61,5.441,32.082,28,39,4.431,5.162,0.333,32,61,1.191,0.840,0.627
62,4.873,31.745,26,40,4.422,5.170,0.224,31,62,1.137,0.880,0.619
63,4.613,32.024,28,41,4.474,5.150,0.254,31,63,1.147,0.872,0.614
64,4.273,32.280,27,40,4.410,5.238,0.262,32,64,1.272,0.786,0.680
65,4.631,32.284,27,41,4.408,5.309,0.220,32,65,1.107,0.903,0.512
66,4.989,32.106,28,42,4.593,5.168,0.317,32,66,1.220,0.819,0.673
67,4.642,32.877,28,42,4.538,5.219,0.313,32,67,1.201,0.832,0.710
68,4.703,32.962,28,42,4.584,5.205,0.321,32,68,1.081,0.925,0.558
69,4.324,32.982,28,41,4.700,5.418,0.455,33,69,1.143,0.875,0.725
70,4.685,32.470,28,39,4.631,5.581,0.462,32,70,1.190,0.840,0.766
71,4.519,32.414,24,41,4.622,5.386,0.496,32,71,1.114,0.898,0.724
72,4.707,32.255,26,42,4.575,5.559,0.421,32,72,1.116,0.896,0.742
73,4.345,31.330,25,39,4.698,5.767,0.367,31,73,1.131,0.884,0.760
74,4.230,32.219,27,42,4.891,5.631,0.291,32,74,1.074,0.931,0.535
75,4.739,31.839,26,40,4.822,5.828,0.417,31,75,1.080,0.926,0.759
76,4.121,32.912,28,41,5.030,5.956,0.366,33,76,1.234,0.810,0.645
77,4.208,32.245,28,40,4.974,5.932,0.316,32,77,1.742,0.574,0.447
78,4.089,31.818,28,41,5.093,6.064,0.248,31,78,1.092,0.915,0.635
79,4.613,31.567,26,38,5.159,6.294,0.315,31,79,1.338,0.747,0.514
80,3.749,31.368,28,37,5.354,6.311,0.241,31,80,1.217,0.822,0.563
81,3.279,31.060,28,37,5.510,6.406,0.143,30,81,1.318,0.759,0.443
82,3.796,31.546,28,39,5.467,6.508,0.193,31,82,1.292,0.774,0.519
83,3.084,31.489,28,39,5.816,6.722,0.191,31,83,1.080,0.926,0.544
84,3.160,32.406,28,42,5.696,6.610,0.356,32,84,1.694,0.590,0.670
85,3.333,30.766,28,37,5.811,6.881,0.130,30,85,1.518,0.659,0.539
86,3.597,30.858,27,38,6.077,6.839,0.158,30,86,1.591,0.629,0.538
87,3.264,30.710,28,36,5.958,6.972,0.108,30,87,1.604,0.624,0.471
88,3.431,31.171,28,39,6.077,6.926,0.168,31,88,1.665,0.601,0.494
89,3.492,30.555,26,38,5.956,6.966,0.184,30,89,1.305,0.766,0.569
90,2.643,31.233,28,39,6.190,7.159,0.183,31,90,1.321,0.757,0.469
