 ,Area,Mean,Min,Max,XM,YM,Circ.,Median,Slice,AR,Round,Solidity
1,1.764,83.367,66,120,4.023,4.037,0.752,80,1,1.129,0.886,0.859
2,2.917,88.898,66,154,4.032,4.120,0.718,81,2,1.136,0.880,0.887
3,3.293,91.957,66,159,4.116,4.037,0.749,83,3,1.143,0.875,0.892
4,4.099,95.267,66,185,4.085,4.071,0.799,86,4,1.171,0.854,0.915
5,4.663,96.526,66,193,4.127,4.041,0.735,88,5,1.021,0.979,0.885
6,4.963,98.867,67,186,4.099,4.055,0.809,90,6,1.036,0.965,0.932
7,5.462,96.851,66,180,4.128,4.043,0.669,86,7,1.062,0.941,0.897
8,5.470,100.234,66,186,4.119,4.024,0.734,92,8,1.036,0.965,0.911
9,5.672,99.576,66,183,4.139,4.103,0.712,94,9,1.068,0.936,0.900
10,5.726,100.297,66,181,4.202,4.104,0.795,91,10,1.067,0.937,0.927
11,5.943,99.512,66,187,4.220,4.100,0.629,91,11,1.109,0.901,0.861
12,6.026,101.247,66,183,4.202,4.141,0.721,93,12,1.086,0.921,0.912
13,6.048,99.944,66,168,4.222,4.103,0.798,93,13,1.109,0.902,0.928
14,6.775,97.556,66,161,4.253,4.124,0.752,89,14,1.133,0.882,0.913
15,6.261,99.854,65,176,4.248,4.143,0.706,93,15,1.099,0.910,0.909
16,6.847,96.522,65,169,4.316,4.192,0.738,90,16,1.107,0.903,0.930
17,6.648,97.914,66,169,4.257,4.099,0.760,90,17,1.027,0.974,0.870
18,6.590,98.699,66,166,4.275,4.191,0.796,92,18,1.075,0.930,0.927
19,6.908,96.331,66,159,4.307,4.178,0.761,90,19,1.103,0.906,0.913
20,6.876,97.600,66,163,4.361,4.248,0.606,92,20,1.059,0.944,0.886
21,7.151,96.769,66,158,4.359,4.232,0.745,91,21,1.098,0.911,0.923
22,7.190,95.742,66,152,4.400,4.243,0.692,88,22,1.072,0.933,0.900
23,6.876,96.350,66,160,4.398,4.229,0.754,89,23,1.076,0.930,0.918
24,6.681,96.207,66,154,4.405,4.276,0.805,90,24,1.076,0.929,0.925
25,7.129,94.980,66,155,4.432,4.287,0.684,89,25,1.099,0.910,0.895
26,7.469,93.313,65,151,4.494,4.313,0.694,88,26,1.132,0.883,0.900
27,6.720,94.670,66,148,4.505,4.271,0.791,91,27,1.054,0.948,0.923
28,6.738,92.890,65,139,4.493,4.322,0.647,90,28,1.119,0.894,0.885
29,6.836,93.534,66,151,4.483,4.350,0.658,89,29,1.142,0.875,0.882
30,6.981,92.286,65,146,4.536,4.386,0.674,87,30,1.133,0.882,0.898
31,7.006,93.091,66,142,4.507,4.371,0.762,89,31,1.060,0.943,0.913
32,6.572,93.722,65,147,4.529,4.415,0.743,90,32,1.041,0.961,0.919
33,6.746,91.984,66,144,4.496,4.372,0.741,88,33,1.115,0.897,0.904
34,6.908,92.656,65,146,4.475,4.466,0.731,88,34,1.166,0.857,0.898
35,6.738,92.139,66,148,4.474,4.406,0.633,88,35,1.109,0.902,0.876
36,6.944,91.770,66,142,4.541,4.423,0.678,87,36,1.075,0.930,0.889
37,7.024,91.130,66,143,4.481,4.392,0.539,85,37,1.060,0.943,0.835
38,7.284,90.369,66,134,4.450,4.452,0.630,85,38,1.067,0.937,0.873
39,7.183,89.977,66,146,4.513,4.427,0.616,84,39,1.049,0.953,0.877
40,6.753,90.657,66,139,4.499,4.395,0.585,85,40,1.163,0.860,0.844
41,6.695,90.477,65,141,4.558,4.458,0.579,85,41,1.126,0.888,0.862
42,6.601,90.804,66,143,4.530,4.470,0.683,85,42,1.074,0.931,0.840
43,6.623,89.411,66,140,4.578,4.458,0.452,85,43,1.089,0.918,0.819
44,6.511,89.643,66,129,4.504,4.500,0.646,85,44,1.088,0.919,0.876
45,6.879,89.435,66,135,4.583,4.463,0.640,84,45,1.090,0.918,0.877
46,7.125,87.314,65,128,4.551,4.498,0.592,83,46,1.140,0.877,0.855
47,6.981,87.987,66,134,4.562,4.505,0.556,83,47,1.155,0.866,0.849
48,6.525,89.721,66,134,4.585,4.565,0.709,86,48,1.107,0.903,0.899
49,6.406,89.362,66,136,4.562,4.514,0.642,84,49,1.059,0.944,0.876
50,6.525,87.618,66,125,4.632,4.576,0.647,85,50,1.097,0.912,0.860
51,7.013,87.709,65,132,4.579,4.555,0.657,84,51,1.110,0.901,0.905
52,6.456,88.597,65,125,4.635,4.480,0.694,85,52,1.024,0.976,0.887
53,6.381,87.046,67,122,4.597,4.641,0.615,84,53,1.079,0.927,0.874
54,6.001,87.372,65,127,4.590,4.533,0.665,84,54,1.031,0.970,0.885
55,6.156,87.750,66,129,4.564,4.604,0.647,85,55,1.074,0.931,0.887
56,6.514,85.957,66,130,4.585,4.671,0.655,82,56,1.200,0.833,0.872
57,6.138,86.477,66,123,4.596,4.670,0.721,83,57,1.149,0.870,0.891
58,6.232,86.740,66,121,4.684,4.611,0.591,84,58,1.144,0.874,0.887
59,6.099,86.219,66,122,4.664,4.640,0.650,84,59,1.058,0.945,0.870
60,6.417,85.152,66,128,4.661,4.690,0.636,82,60,1.062,0.942,0.866
61,5.679,84.773,65,128,4.642,4.635,0.634,82,61,1.120,0.893,0.866
62,6.200,82.476,65,112,4.638,4.735,0.531,78,62,1.041,0.961,0.830
63,6.225,82.689,65,117,4.628,4.760,0.575,79,63,1.158,0.863,0.825
64,5.607,84.132,66,112,4.726,4.732,0.552,82,64,1.051,0.952,0.839
65,5.990,82.185,66,121,4.704,4.723,0.536,80,65,1.053,0.950,0.824
66,5.784,81.991,66,115,4.749,4.704,0.563,79,66,1.023,0.977,0.823
67,5.701,81.467,66,110,4.745,4.779,0.444,79,67,1.111,0.900,0.791
68,5.101,82.777,66,113,4.762,4.834,0.549,81,68,1.083,0.924,0.800
69,4.869,81.385,66,105,4.799,4.799,0.413,80,69,1.065,0.939,0.806
70,5.104,80.307,66,111,4.746,4.919,0.493,78,70,1.032,0.969,0.798
71,5.148,79.973,65,109,4.829,4.883,0.515,79,71,1.069,0.936,0.843
72,5.195,78.112,66,103,4.818,4.929,0.518,77,72,1.177,0.849,0.806
73,4.439,79.219,66,106,4.844,4.928,0.547,77,73,1.025,0.976,0.834
74,4.544,78.845,65,102,4.878,4.939,0.707,77,74,1.008,0.992,0.889
75,4.313,77.991,65,101,4.894,4.954,0.424,76,75,1.094,0.914,0.751
76,4.136,77.026,66,98,4.897,4.989,0.570,76,76,1.150,0.869,0.819
77,4.049,77.090,66,96,4.959,5.016,0.642,76,77,1.036,0.965,0.867
78,3.539,77.135,66,93,5.034,5.009,0.577,77,78,1.206,0.829,0.851
79,3.431,75.482,66,96,4.876,5.024,0.510,74,79,1.130,0.885,0.815
80,3.029,76.763,65,95,5.062,5.070,0.469,76,80,1.050,0.952,0.799
81,3.333,75.739,66,91,5.010,5.158,0.554,75,81,1.291,0.774,0.830
82,3.246,74.733,66,98,5.100,5.075,0.403,73,82,1.160,0.862,0.792
83,2.791,72.536,65,90,5.080,5.070,0.311,71,83,1.073,0.932,0.583
84,2.906,74.157,65,88,5.088,5.155,0.589,73,84,1.388,0.720,0.797
85,2.111,74.341,66,85,5.084,5.102,0.497,74,85,1.110,0.901,0.752
86,1.995,72.507,66,85,5.108,5.202,0.408,72,86,1.151,0.869,0.604
87,1.851,71.865,66,83,5.282,5.144,0.408,71,87,1.052,0.950,0.730
88,1.836,71.815,66,81,5.150,5.225,0.413,71,88,1.704,0.587,0.627
89,1.598,70.586,65,78,5.106,5.239,0.358,70,89,1.103,0.906,0.619
90,1.789,71.263,66,81,5.217,5.282,0.507,71,90,1.242,0.805,0.817
