 ,Area,Mean,Min,Max,XM,YM,Circ.,Median,Slice,AR,Round,Solidity
1,522.877,18.416,0,38,13.830,10.264,0.528,18,1,1.173,0.853,0.969
2,519.887,18.485,5,46,13.886,10.197,0.538,18,2,1.177,0.850,0.964
3,520.090,18.395,5,49,13.893,10.227,0.493,18,3,1.176,0.851,0.958
4,507.936,18.597,6,53,13.919,10.168,0.533,18,4,1.181,0.846,0.966
5,506.884,18.626,0,52,13.951,10.179,0.576,18,5,1.181,0.847,0.971
6,518.969,18.431,0,52,13.954,10.213,0.539,18,6,1.175,0.851,0.965
7,508.478,18.555,6,57,13.929,10.178,0.541,18,7,1.179,0.848,0.964
8,519.088,18.356,6,53,13.958,10.173,0.516,18,8,1.176,0.851,0.965
9,521.113,18.338,4,57,13.940,10.169,0.532,18,9,1.180,0.847,0.965
10,520.057,18.374,0,54,13.925,10.177,0.510,18,10,1.178,0.849,0.967
11,520.480,18.205,5,56,13.943,10.151,0.530,18,11,1.173,0.853,0.961
12,518.723,18.404,5,53,13.931,10.133,0.549,18,12,1.175,0.851,0.969
13,518.984,18.260,0,52,13.927,10.112,0.562,18,13,1.170,0.855,0.970
14,518.008,18.302,0,50,13.948,10.106,0.572,18,14,1.171,0.854,0.969
15,516.337,18.356,4,56,13.922,10.119,0.503,18,15,1.166,0.857,0.958
16,517.574,18.246,5,53,13.909,10.099,0.603,18,16,1.168,0.856,0.970
17,513.912,18.290,4,51,13.931,10.087,0.527,18,17,1.172,0.853,0.966
18,515.195,18.320,4,52,13.876,10.080,0.591,18,18,1.171,0.854,0.971
19,511.616,18.416,6,52,13.887,10.077,0.513,18,19,1.164,0.859,0.965
20,513.351,18.335,5,53,13.907,10.069,0.520,18,20,1.165,0.859,0.967
21,513.178,18.334,5,50,13.887,10.078,0.562,18,21,1.166,0.858,0.967
22,510.680,18.386,5,51,13.858,10.072,0.549,18,22,1.161,0.861,0.967
23,505.998,18.360,5,52,13.902,10.049,0.549,18,23,1.160,0.862,0.965
