 ,Area,Mean,Min,Max,XM,YM,Circ.,Median,Slice,AR,Round,Solidity
1,1051.039,40.287,13,120,24.408,19.682,0.449,42,1,1.702,0.587,0.931
2,1037.262,40.421,16,154,24.422,19.875,0.475,42,2,1.707,0.586,0.934
3,1040.490,40.300,0,159,24.412,19.869,0.422,42,3,1.708,0.585,0.931
4,1039.204,40.295,14,185,24.428,19.876,0.486,41,4,1.706,0.586,0.931
5,1034.453,40.223,16,193,24.401,19.909,0.434,41,5,1.701,0.588,0.930
6,1037.172,40.247,0,186,24.450,19.919,0.451,41,6,1.713,0.584,0.938
7,1037.931,40.220,0,180,24.428,19.911,0.447,41,7,1.700,0.588,0.939
8,1035.426,40.271,16,186,24.433,19.944,0.450,41,8,1.707,0.586,0.934
9,1033.163,40.317,14,183,24.425,19.955,0.455,41,9,1.708,0.585,0.943
10,1033.904,40.245,16,181,24.435,19.975,0.465,41,10,1.704,0.587,0.943
11,1035.122,40.168,15,187,24.433,19.986,0.496,41,11,1.703,0.587,0.936
12,1033.087,40.303,17,183,24.404,19.967,0.495,41,12,1.696,0.590,0.946
13,1034.117,40.217,15,168,24.420,20.009,0.462,41,13,1.698,0.589,0.943
14,1031.099,40.258,14,161,24.418,20.014,0.482,41,14,1.697,0.589,0.948
15,1028.684,40.127,0,176,24.434,20.023,0.448,41,15,1.699,0.589,0.940
16,1029.678,40.095,16,169,24.456,20.036,0.492,41,16,1.698,0.589,0.949
17,1029.645,40.139,14,169,24.453,20.034,0.451,41,17,1.698,0.589,0.944
18,1027.075,40.148,0,166,24.431,20.038,0.492,41,18,1.700,0.588,0.942
19,1022.950,40.233,0,159,24.417,20.065,0.483,41,19,1.694,0.590,0.948
20,1026.855,40.079,14,163,24.433,20.046,0.441,41,20,1.692,0.591,0.939
21,1021.418,40.055,16,158,24.444,20.065,0.460,41,21,1.696,0.590,0.944
22,1013.179,40.184,0,152,24.410,20.081,0.482,41,22,1.690,0.592,0.943
23,1011.520,40.227,15,160,24.404,20.074,0.428,41,23,1.695,0.590,0.945
24,1009.145,40.219,17,154,24.393,20.074,0.414,41,24,1.703,0.587,0.940
25,1010.225,40.130,16,155,24.428,20.081,0.470,41,25,1.704,0.587,0.944
26,1005.924,40.272,16,151,24.413,20.079,0.436,41,26,1.697,0.589,0.941
27,1005.996,40.100,0,148,24.424,20.115,0.430,41,27,1.700,0.588,0.944
28,1006.231,40.121,15,139,24.434,20.086,0.506,41,28,1.695,0.590,0.945
29,1017.033,39.892,0,151,24.467,20.086,0.460,41,29,1.692,0.591,0.943
30,1017.184,39.808,0,146,24.505,20.119,0.447,41,30,1.694,0.590,0.942
31,1014.694,39.721,14,142,24.481,20.134,0.458,41,31,1.690,0.592,0.945
32,1010.858,39.736,0,147,24.479,20.132,0.452,41,32,1.688,0.592,0.944
33,1010.370,39.684,15,144,24.482,20.120,0.413,41,33,1.686,0.593,0.939
34,1009.083,39.757,0,146,24.479,20.140,0.444,41,34,1.696,0.590,0.943
35,1006.979,39.727,14,148,24.480,20.151,0.409,41,35,1.690,0.592,0.937
36,1007.113,39.754,0,142,24.517,20.141,0.469,41,36,1.695,0.590,0.945
37,1005.349,39.705,0,143,24.502,20.142,0.415,41,37,1.701,0.588,0.938
38,1006.921,39.623,15,134,24.517,20.138,0.429,41,38,1.709,0.585,0.942
39,1004.463,39.663,0,146,24.482,20.125,0.438,41,39,1.703,0.587,0.943
40,1017.004,39.254,0,139,24.519,20.130,0.433,41,40,1.695,0.590,0.935
41,1001.976,39.556,0,141,24.517,20.182,0.443,41,41,1.704,0.587,0.943
42,997.511,39.639,0,143,24.461,20.136,0.466,41,42,1.696,0.590,0.941
43,995.834,39.651,16,140,24.475,20.167,0.441,41,43,1.699,0.589,0.941
44,1008.252,39.325,0,129,24.497,20.185,0.358,41,44,1.700,0.588,0.930
45,1007.391,39.312,13,135,24.521,20.186,0.378,41,45,1.699,0.589,0.931
46,1008.183,39.296,0,128,24.515,20.188,0.380,41,46,1.699,0.588,0.938
47,995.241,39.406,14,134,24.496,20.225,0.405,41,47,1.708,0.586,0.939
48,1005.732,39.236,0,134,24.509,20.198,0.407,41,48,1.703,0.587,0.933
49,1002.283,39.238,13,136,24.476,20.205,0.414,41,49,1.696,0.590,0.937
50,1002.938,39.192,0,125,24.477,20.220,0.396,41,50,1.695,0.590,0.928
51,1000.823,39.279,0,132,24.497,20.237,0.420,41,51,1.687,0.593,0.928
52,996.470,39.217,0,125,24.469,20.235,0.401,40,52,1.692,0.591,0.934
53,999.200,39.251,15,122,24.497,20.247,0.414,41,53,1.694,0.590,0.944
54,995.169,39.241,14,127,24.442,20.240,0.432,41,54,1.690,0.592,0.938
55,990.061,39.264,0,129,24.429,20.238,0.392,41,55,1.693,0.591,0.934
56,992.194,39.272,0,130,24.504,20.257,0.430,41,56,1.693,0.591,0.934
57,981.002,39.363,0,123,24.435,20.283,0.406,41,57,1.695,0.590,0.933
58,988.311,39.193,15,121,24.459,20.298,0.408,41,58,1.691,0.591,0.930
59,974.899,39.395,0,122,24.411,20.321,0.390,41,59,1.690,0.592,0.931
60,974.834,39.365,15,128,24.436,20.338,0.400,41,60,1.696,0.589,0.934
61,983.131,39.189,14,128,24.454,20.341,0.442,41,61,1.686,0.593,0.934
62,969.694,39.321,0,112,24.394,20.373,0.431,41,62,1.690,0.592,0.939
63,968.201,39.312,14,117,24.398,20.401,0.385,40,63,1.681,0.595,0.927
64,971.646,39.210,0,112,24.421,20.422,0.419,41,64,1.682,0.595,0.936
65,966.260,39.445,15,121,24.405,20.419,0.378,41,65,1.672,0.598,0.931
66,966.834,39.199,15,115,24.423,20.495,0.376,41,66,1.676,0.597,0.927
67,959.171,39.326,15,110,24.358,20.507,0.419,41,67,1.675,0.597,0.929
68,960.837,39.098,0,113,24.356,20.520,0.375,40,68,1.672,0.598,0.925
69,955.892,39.117,15,105,24.320,20.577,0.372,40,69,1.674,0.597,0.920
70,952.714,39.053,14,111,24.319,20.566,0.397,40,70,1.669,0.599,0.916
71,954.352,39.046,0,109,24.334,20.595,0.438,40,71,1.674,0.597,0.928
72,945.846,39.142,15,103,24.292,20.673,0.390,41,72,1.681,0.595,0.920
73,931.602,39.251,0,106,24.280,20.683,0.342,41,73,1.680,0.595,0.912
74,940.365,39.033,14,102,24.318,20.696,0.370,40,74,1.681,0.595,0.929
75,937.589,39.032,0,101,24.270,20.688,0.345,40,75,1.682,0.594,0.920
76,932.557,39.035,0,98,24.278,20.732,0.379,40,76,1.691,0.591,0.920
77,915.841,39.244,15,96,24.226,20.770,0.392,40,77,1.695,0.590,0.919
78,908.076,39.285,0,93,24.177,20.769,0.351,40,78,1.707,0.586,0.923
79,903.474,39.217,16,96,24.136,20.803,0.376,40,79,1.716,0.583,0.927
80,903.228,39.199,0,95,24.148,20.822,0.365,40,80,1.707,0.586,0.922
81,928.710,38.401,14,91,24.247,20.799,0.399,40,81,1.684,0.594,0.925
82,924.170,38.395,11,98,24.216,20.813,0.391,40,82,1.672,0.598,0.916
83,919.384,38.326,14,90,24.212,20.859,0.352,40,83,1.694,0.590,0.909
84,917.963,38.097,0,88,24.172,20.897,0.403,39,84,1.681,0.595,0.913
85,912.266,38.125,13,85,24.124,20.902,0.375,39,85,1.681,0.595,0.911
86,893.699,38.311,0,85,24.053,20.971,0.334,39,86,1.701,0.588,0.918
87,889.321,38.291,14,83,23.994,20.972,0.381,39,87,1.708,0.585,0.921
88,902.440,38.015,14,81,24.035,20.995,0.346,39,88,1.695,0.590,0.909
89,911.553,37.644,0,78,24.081,20.991,0.351,39,89,1.675,0.597,0.906
90,912.320,37.479,0,81,24.089,20.975,0.365,39,90,1.682,0.594,0.908
