 ,Area,Mean,Min,Max,XM,YM,Circ.,Median,Slice,AR,Round,Solidity
1,0.488,66.822,54,80,4.236,4.114,0.736,66,1,1.667,0.600,1.000
2,1.945,106.517,83,155,4.387,4.057,0.760,101,2,1.116,0.896,0.888
3,3.062,114.189,84,196,4.431,4.096,0.699,105,3,1.071,0.933,0.871
4,4.598,112.965,83,201,4.493,4.181,0.711,101,4,1.098,0.911,0.891
5,5.148,114.996,82,198,4.449,4.227,0.714,106,5,1.016,0.984,0.899
6,5.686,117.706,82,207,4.461,4.256,0.695,108,6,1.033,0.968,0.880
7,6.626,116.403,83,207,4.457,4.308,0.678,106,7,1.133,0.882,0.906
8,6.731,116.394,83,214,4.440,4.316,0.710,105,8,1.037,0.965,0.888
9,6.941,119.862,83,200,4.418,4.306,0.721,111,9,1.115,0.897,0.901
10,7.136,117.616,83,197,4.388,4.303,0.708,109,10,1.071,0.933,0.905
11,7.273,117.913,83,201,4.416,4.277,0.746,107,11,1.107,0.903,0.913
12,8.184,116.256,82,187,4.382,4.269,0.642,107,12,1.108,0.903,0.895
13,7.996,116.582,83,187,4.427,4.330,0.687,109,13,1.132,0.883,0.884
14,7.620,118.595,83,189,4.370,4.314,0.789,110,14,1.140,0.877,0.928
15,8.268,116.501,83,182,4.396,4.347,0.704,108,15,1.116,0.896,0.902
16,8.235,116.854,83,186,4.358,4.334,0.708,111,16,1.099,0.910,0.905
17,8.477,116.583,83,182,4.367,4.349,0.694,109,17,1.051,0.952,0.877
18,8.553,115.475,83,185,4.372,4.335,0.667,109,18,1.144,0.874,0.907
19,8.221,116.486,82,174,4.347,4.366,0.787,112,19,1.093,0.915,0.931
20,8.217,116.949,83,165,4.331,4.381,0.749,112,20,1.082,0.924,0.915
21,8.329,116.630,83,173,4.407,4.396,0.722,114,21,1.060,0.943,0.912
22,8.864,115.019,83,169,4.336,4.397,0.684,110,22,1.088,0.919,0.901
23,8.409,115.307,83,175,4.385,4.418,0.784,110,23,1.096,0.912,0.927
24,8.329,115.483,83,172,4.361,4.479,0.708,111,24,1.112,0.899,0.902
25,8.315,114.806,83,168,4.317,4.531,0.794,112,25,1.091,0.917,0.930
26,8.850,112.224,84,154,4.301,4.489,0.783,110,26,1.102,0.908,0.922
27,8.441,113.211,82,156,4.276,4.520,0.757,112,27,1.119,0.894,0.915
28,8.459,111.170,83,157,4.260,4.551,0.733,108,28,1.075,0.930,0.908
