 ,Area,Mean,Min,Max,XM,YM,Circ.,Median,Slice,AR,Round,Solidity
1,735.983,34.675,5,67,23.987,11.971,0.662,36,1,1.871,0.535,0.974
2,734.046,34.704,5,75,23.989,11.966,0.633,36,2,1.871,0.534,0.972
3,736.012,34.599,4,69,23.965,11.973,0.657,35,3,1.870,0.535,0.973
4,735.020,34.663,5,77,23.974,11.972,0.658,36,4,1.870,0.535,0.974
5,734.728,34.606,5,73,23.960,11.951,0.637,36,5,1.871,0.534,0.972
6,736.160,34.588,4,72,23.918,11.958,0.659,36,6,1.871,0.534,0.973
7,736.322,34.463,4,75,23.926,11.968,0.658,35,7,1.872,0.534,0.973
8,736.044,34.431,5,80,23.945,11.968,0.662,35,8,1.871,0.534,0.974
9,734.598,34.501,5,87,23.916,11.990,0.617,35,9,1.873,0.534,0.972
10,735.435,34.475,4,90,23.929,11.969,0.653,36,10,1.872,0.534,0.973
11,735.485,34.544,5,80,23.925,11.978,0.652,36,11,1.872,0.534,0.973
12,734.721,34.530,5,91,23.908,11.999,0.653,35,12,1.874,0.534,0.972
13,736.391,34.334,4,84,23.934,11.975,0.661,35,13,1.872,0.534,0.973
14,734.731,34.487,5,85,23.951,11.983,0.621,36,14,1.873,0.534,0.972
15,736.430,34.308,5,82,24.017,11.965,0.661,35,15,1.872,0.534,0.974
16,735.052,34.453,5,95,24.045,11.978,0.639,35,16,1.871,0.534,0.973
17,736.239,34.387,5,83,24.073,11.948,0.657,35,17,1.871,0.534,0.973
18,736.196,34.380,5,85,24.086,11.953,0.657,35,18,1.871,0.534,0.974
19,713.380,35.215,7,95,24.014,11.922,0.559,36,19,1.870,0.535,0.962
20,734.331,34.542,5,83,24.078,11.962,0.614,36,20,1.871,0.534,0.972
21,734.363,34.563,5,89,24.105,11.963,0.634,36,21,1.871,0.534,0.972
22,734.594,34.448,5,88,24.088,11.955,0.659,35,22,1.870,0.535,0.973
23,736.088,34.370,4,79,24.083,11.969,0.658,35,23,1.870,0.535,0.973
24,735.063,34.217,5,84,24.135,11.968,0.665,35,24,1.869,0.535,0.974
25,735.940,34.258,5,85,24.134,11.981,0.658,35,25,1.870,0.535,0.973
26,735.929,34.243,5,87,24.201,11.962,0.660,35,26,1.870,0.535,0.974
27,734.428,34.292,5,87,24.168,11.983,0.643,36,27,1.870,0.535,0.973
28,735.305,34.215,5,87,24.165,12.000,0.656,35,28,1.870,0.535,0.973
29,735.994,34.246,5,86,24.204,11.985,0.659,35,29,1.871,0.535,0.974
30,735.078,34.327,5,85,24.191,11.971,0.654,36,30,1.870,0.535,0.973
31,734.854,34.268,5,90,24.205,11.994,0.640,35,31,1.871,0.535,0.972
32,731.914,34.278,5,84,24.156,11.984,0.636,35,32,1.871,0.535,0.971
33,730.612,34.213,5,82,24.164,11.985,0.616,35,33,1.872,0.534,0.970
34,729.382,34.382,6,83,24.123,11.991,0.615,36,34,1.874,0.534,0.969
35,725.749,34.329,0,89,24.145,11.984,0.641,36,35,1.876,0.533,0.971
36,728.895,34.204,6,84,24.147,11.965,0.648,35,36,1.874,0.534,0.971
37,723.473,34.299,6,82,24.127,11.964,0.612,36,37,1.878,0.533,0.968
38,724.097,34.232,7,78,24.142,11.966,0.611,35,38,1.877,0.533,0.968
39,724.927,34.262,6,78,24.156,11.979,0.625,35,39,1.874,0.533,0.970
40,724.750,34.240,6,76,24.163,11.991,0.567,36,40,1.878,0.533,0.968
41,724.927,34.178,6,78,24.164,11.995,0.602,36,41,1.878,0.533,0.968
42,719.181,34.257,6,79,24.147,11.960,0.581,36,42,1.880,0.532,0.966
43,723.289,34.274,7,79,24.166,11.961,0.608,36,43,1.879,0.532,0.969
44,723.426,34.141,6,76,24.171,11.972,0.607,36,44,1.878,0.532,0.968
45,717.673,34.328,7,79,24.174,11.960,0.543,36,45,1.874,0.534,0.965
46,724.887,34.108,6,74,24.202,11.957,0.606,36,46,1.878,0.533,0.969
47,719.635,34.193,7,76,24.165,11.951,0.617,36,47,1.882,0.531,0.968
48,725.854,34.114,0,78,24.203,11.953,0.596,36,48,1.874,0.533,0.968
49,724.209,34.113,7,69,24.167,11.932,0.621,36,49,1.879,0.532,0.969
50,724.155,34.131,6,72,24.202,11.938,0.603,36,50,1.878,0.532,0.968
51,723.134,34.203,6,70,24.228,11.954,0.586,36,51,1.875,0.533,0.968
52,717.561,34.291,8,67,24.250,11.931,0.591,36,52,1.872,0.534,0.966
53,717.193,34.260,7,76,24.254,11.936,0.589,36,53,1.869,0.535,0.966
54,716.309,34.291,0,77,24.276,11.911,0.617,36,54,1.869,0.535,0.966
55,718.842,34.132,0,69,24.317,11.924,0.614,36,55,1.868,0.535,0.967
56,716.281,34.244,7,73,24.340,11.910,0.597,36,56,1.870,0.535,0.966
57,716.822,34.161,0,70,24.359,11.922,0.586,36,57,1.868,0.535,0.963
58,717.702,34.155,0,75,24.355,11.923,0.613,36,58,1.865,0.536,0.966
59,716.158,34.111,7,70,24.361,11.930,0.581,36,59,1.868,0.535,0.967
60,717.842,34.120,6,73,24.376,11.948,0.613,36,60,1.869,0.535,0.966
61,708.763,34.271,8,71,24.357,11.909,0.526,36,61,1.861,0.537,0.962
62,710.444,34.123,6,69,24.354,11.927,0.561,36,62,1.864,0.537,0.962
63,709.348,34.049,8,67,24.343,11.932,0.602,36,63,1.860,0.538,0.963
64,729.587,33.231,6,66,24.432,11.966,0.591,35,64,1.874,0.534,0.969
65,638.805,36.295,12,67,24.388,11.998,0.229,37,65,1.790,0.559,0.897
66,592.092,37.409,15,69,24.564,12.162,0.340,37,66,1.781,0.561,0.923
67,590.256,37.393,0,65,24.629,12.138,0.351,37,67,1.780,0.562,0.925
68,553.870,38.327,20,64,24.394,12.281,0.346,38,68,1.750,0.571,0.911
69,576.837,37.477,17,67,24.588,12.190,0.356,37,69,1.762,0.568,0.914
