 ,Area,Mean,Min,Max,XM,YM,Circ.,Median,Slice,AR,Round,Solidity
1,1.103,50.095,41,66,4.357,4.410,0.714,49,1,1.567,0.638,0.887
2,2.310,54.080,42,81,4.247,4.492,0.679,51,2,1.227,0.815,0.837
3,3.355,58.980,41,91,4.274,4.472,0.779,55,3,1.111,0.900,0.912
4,3.803,61.124,41,95,4.343,4.475,0.662,58,4,1.222,0.818,0.876
5,4.078,59.595,41,93,4.299,4.384,0.739,55,5,1.044,0.958,0.886
6,4.233,59.834,41,99,4.324,4.400,0.575,57,6,1.150,0.869,0.832
7,4.765,61.098,41,98,4.314,4.391,0.753,57,7,1.146,0.873,0.905
8,4.645,62.495,41,102,4.351,4.414,0.643,57,8,1.033,0.968,0.864
9,4.808,61.886,41,102,4.389,4.383,0.648,59,9,1.123,0.890,0.856
10,5.075,61.036,41,109,4.348,4.360,0.715,56,10,1.050,0.952,0.893
11,5.321,60.620,42,94,4.391,4.360,0.700,57,11,1.193,0.838,0.881
12,5.090,62.286,41,107,4.373,4.354,0.637,59,12,1.175,0.851,0.802
13,5.892,59.456,41,95,4.351,4.289,0.710,55,13,1.122,0.892,0.885
14,5.484,61.086,41,103,4.320,4.359,0.686,57,14,1.050,0.952,0.899
15,5.730,60.720,41,99,4.313,4.319,0.659,57,15,1.058,0.945,0.883
16,5.835,60.533,41,100,4.334,4.377,0.561,57,16,1.045,0.957,0.814
17,5.845,59.964,41,97,4.338,4.301,0.476,57,17,1.103,0.907,0.790
18,5.997,59.966,40,97,4.342,4.269,0.615,56,18,1.117,0.895,0.865
19,6.370,59.301,41,94,4.375,4.302,0.608,55,19,1.116,0.896,0.866
20,6.406,58.492,41,91,4.395,4.320,0.431,55,20,1.064,0.940,0.721
21,6.561,58.835,41,101,4.344,4.341,0.577,54,21,1.203,0.831,0.824
22,6.211,58.909,41,95,4.368,4.357,0.524,56,22,1.017,0.983,0.753
23,5.943,59.889,41,90,4.367,4.310,0.632,58,23,1.144,0.874,0.874
24,6.366,58.474,41,94,4.401,4.312,0.667,55,24,1.064,0.940,0.884
25,6.489,57.885,39,90,4.356,4.307,0.503,55,25,1.146,0.873,0.817
26,6.662,58.134,41,95,4.371,4.256,0.489,55,26,1.139,0.878,0.760
27,6.536,58.261,40,92,4.330,4.263,0.576,56,27,1.057,0.946,0.841
28,6.630,56.903,41,88,4.324,4.277,0.443,52,28,1.041,0.961,0.800
29,6.655,57.549,40,88,4.376,4.359,0.633,55,29,1.134,0.882,0.784
30,6.742,56.761,40,90,4.346,4.336,0.449,53,30,1.140,0.877,0.786
31,6.489,59.484,40,96,4.390,4.373,0.396,56,31,1.061,0.943,0.703
32,6.713,57.361,40,91,4.400,4.446,0.564,53,32,1.123,0.890,0.849
33,6.438,57.960,41,92,4.448,4.357,0.552,55,33,1.079,0.927,0.845
