 ,Area,Mean,Min,Max,XM,YM,Circ.,Median,Slice,AR,Round,Solidity
1,257.715,25.099,13,43,18.177,5.002,0.124,25,1,2.684,0.373,0.709
2,198.696,26.223,0,64,15.351,5.025,0.213,26,2,2.088,0.479,0.824
3,28.660,24.255,0,32,33.223,1.688,0.158,24,2,2.628,0.381,0.723
4,221.001,25.727,0,68,14.882,5.358,0.151,26,3,1.894,0.528,0.781
5,32.459,23.503,17,32,33.145,1.828,0.184,23,3,2.354,0.425,0.776
6,221.192,25.656,0,70,14.904,5.290,0.137,25,4,1.995,0.501,0.824
7,31.339,23.429,0,32,33.427,1.826,0.202,23,4,2.261,0.442,0.785
8,221.793,25.668,0,73,14.881,5.336,0.184,25,5,1.940,0.515,0.812
9,29.770,23.748,18,33,33.281,1.714,0.267,24,5,2.468,0.405,0.807
10,216.124,25.839,13,71,14.994,5.283,0.190,25,6,1.972,0.507,0.821
11,32.394,23.647,15,33,33.067,1.690,0.252,24,6,2.839,0.352,0.764
12,223.864,25.849,0,78,14.695,5.595,0.130,25,7,1.760,0.568,0.767
13,32.018,23.567,16,33,33.369,1.868,0.310,23,7,2.177,0.459,0.825
14,226.481,25.569,0,81,14.808,5.552,0.150,25,8,1.746,0.573,0.769
15,33.171,23.440,0,33,33.236,1.873,0.241,23,8,2.314,0.432,0.789
16,230.544,25.636,0,75,14.693,5.700,0.168,25,9,1.739,0.575,0.782
17,36.107,23.316,16,32,32.997,1.856,0.250,23,9,2.668,0.375,0.768
18,296.168,24.702,0,83,16.857,5.526,0.104,25,10,2.288,0.437,0.747
19,297.791,24.796,13,77,16.701,5.640,0.093,24,11,2.279,0.439,0.711
20,263.452,24.952,13,70,14.802,6.136,0.140,25,12,1.609,0.621,0.816
21,33.367,23.020,14,32,32.829,1.718,0.219,23,12,2.814,0.355,0.807
22,299.154,24.573,0,76,16.650,5.775,0.088,24,13,2.092,0.478,0.733
23,287.196,25.024,0,68,16.491,5.672,0.074,25,14,2.191,0.456,0.714
24,259.823,25.006,0,65,14.897,6.137,0.149,25,15,1.630,0.613,0.788
25,28.927,22.905,18,31,32.849,1.538,0.184,23,15,2.977,0.336,0.798
26,253.044,25.239,0,66,14.845,6.080,0.122,25,16,1.667,0.600,0.802
27,27.850,22.364,0,32,32.976,1.504,0.319,23,16,2.776,0.360,0.847
28,251.121,25.510,0,65,14.943,6.077,0.140,25,17,1.666,0.600,0.752
29,26.115,22.816,16,34,33.062,1.486,0.245,23,17,2.850,0.351,0.798
30,248.630,25.404,0,66,15.055,6.035,0.168,25,18,1.725,0.580,0.790
31,23.393,22.987,16,30,33.004,1.378,0.186,23,18,3.095,0.323,0.720
32,253.569,25.461,0,69,15.054,6.099,0.153,25,19,1.656,0.604,0.767
33,25.367,22.503,16,33,33.058,1.456,0.175,22,19,2.913,0.343,0.795
34,305.285,24.374,0,67,15.358,6.897,0.100,24,20,1.524,0.656,0.776
35,27.033,22.193,0,31,33.114,1.501,0.185,22,20,2.835,0.353,0.791
36,267.530,25.021,11,66,15.221,6.464,0.152,25,21,1.507,0.663,0.826
37,23.436,22.888,17,32,33.352,1.401,0.215,23,21,2.978,0.336,0.819
38,258.503,25.446,0,69,15.250,6.305,0.120,25,22,1.581,0.633,0.772
39,25.399,22.654,17,31,33.007,1.457,0.228,22,22,2.865,0.349,0.811
40,244.404,25.721,12,64,15.415,6.047,0.141,25,23,1.709,0.585,0.774
41,26.303,22.517,15,31,32.943,1.445,0.208,22,23,3.005,0.333,0.781
42,266.973,25.139,0,63,15.364,6.583,0.200,25,24,1.489,0.672,0.853
43,24.340,22.411,16,32,33.081,1.400,0.240,22,24,2.979,0.336,0.814
44,246.816,25.707,14,65,15.507,6.173,0.144,25,25,1.645,0.608,0.789
45,23.378,22.321,16,32,32.963,1.360,0.197,22,25,3.100,0.323,0.761
46,257.035,25.521,0,65,15.364,6.338,0.166,25,26,1.573,0.636,0.827
47,23.306,22.421,16,31,32.802,1.321,0.220,22,26,3.290,0.304,0.797
48,256.829,25.511,14,63,15.541,6.331,0.155,25,27,1.586,0.631,0.809
49,20.501,22.742,16,31,32.901,1.246,0.186,22,27,3.163,0.316,0.738
50,307.407,24.547,0,64,16.694,6.280,0.082,24,28,1.921,0.521,0.739
51,257.205,25.517,13,62,15.694,6.480,0.137,25,29,1.540,0.649,0.829
52,20.602,22.650,17,32,32.783,1.251,0.211,22,29,3.281,0.305,0.792
53,256.605,25.485,0,63,15.641,6.592,0.124,25,30,1.520,0.658,0.800
54,251.049,25.722,14,59,15.754,6.494,0.115,25,31,1.530,0.653,0.792
55,244.524,25.746,0,60,15.631,6.261,0.222,25,32,1.668,0.599,0.809
56,242.123,25.969,14,63,15.852,6.227,0.190,25,33,1.706,0.586,0.834
57,253.077,25.593,0,59,15.669,6.610,0.160,25,34,1.544,0.648,0.806
58,250.037,25.474,0,62,15.766,6.476,0.190,25,35,1.586,0.631,0.809
59,244.014,25.941,14,61,15.876,6.368,0.161,26,36,1.650,0.606,0.801
60,245.789,25.767,0,62,15.753,6.487,0.177,25,37,1.645,0.608,0.806
61,257.339,25.485,0,57,15.787,6.713,0.122,25,38,1.532,0.653,0.758
62,244.054,25.750,0,60,15.839,6.432,0.111,25,39,1.632,0.613,0.786
63,258.579,25.322,0,57,15.651,6.750,0.146,25,40,1.505,0.665,0.814
64,248.573,25.685,0,62,15.831,6.630,0.159,25,41,1.578,0.634,0.799
65,243.826,25.686,0,58,15.815,6.509,0.190,25,42,1.638,0.610,0.807
66,246.433,25.763,0,59,15.796,6.564,0.139,25,43,1.551,0.645,0.818
67,237.879,25.962,0,56,15.946,6.475,0.165,26,44,1.677,0.596,0.810
68,245.995,25.635,12,57,15.729,6.487,0.195,25,45,1.645,0.608,0.786
69,244.885,25.799,14,56,15.804,6.618,0.180,25,46,1.615,0.619,0.784
70,246.812,25.650,14,58,15.907,6.676,0.126,25,47,1.539,0.650,0.774
71,246.375,25.745,0,55,15.835,6.773,0.117,25,48,1.581,0.632,0.760
72,249.068,25.838,12,56,15.909,6.906,0.132,26,49,1.487,0.672,0.767
73,251.432,25.500,0,61,15.865,6.752,0.160,25,50,1.556,0.643,0.785
74,242.214,25.761,0,57,16.050,6.800,0.112,25,51,1.546,0.647,0.770
75,239.090,26.034,0,57,16.016,6.811,0.139,26,52,1.584,0.631,0.775
76,286.512,24.774,0,57,16.281,7.188,0.129,25,53,1.516,0.660,0.797
77,278.675,25.019,0,59,16.168,7.017,0.148,25,54,1.584,0.631,0.764
78,276.896,24.883,0,59,16.229,7.016,0.126,25,55,1.585,0.631,0.754
79,246.906,25.821,0,53,15.946,6.896,0.134,26,56,1.526,0.655,0.779
80,281.075,24.988,0,58,16.034,7.071,0.149,25,57,1.516,0.659,0.816
81,273.303,25.308,0,60,15.978,6.916,0.131,25,58,1.553,0.644,0.798
82,230.382,26.466,0,55,16.170,6.770,0.172,26,59,1.672,0.598,0.781
83,228.274,26.623,15,56,16.257,6.722,0.161,26,60,1.684,0.594,0.780
84,285.963,25.008,0,56,15.885,7.029,0.153,25,61,1.490,0.671,0.842
85,252.072,25.916,0,59,16.056,6.724,0.152,26,62,1.689,0.592,0.795
86,232.370,26.536,15,51,16.360,6.783,0.228,26,63,1.734,0.577,0.820
87,232.207,26.528,0,53,16.351,6.777,0.201,26,64,1.686,0.593,0.798
88,235.052,26.669,0,54,16.433,6.880,0.179,26,65,1.713,0.584,0.791
89,231.286,26.616,0,53,16.525,6.791,0.180,26,66,1.708,0.585,0.776
90,294.877,24.984,0,53,16.340,7.198,0.090,25,67,1.591,0.629,0.755
