 ,Area,Mean,Min,Max,XM,YM,Circ.,Median,Slice,AR,Round,Solidity
1,0.770,38.113,30,50,3.474,2.630,0.855,38,1,1.149,0.870,0.897
2,1.258,40.644,30,66,3.399,2.671,0.611,38,2,1.415,0.707,0.818
3,1.583,39.178,29,63,3.540,2.785,0.739,37,3,1.235,0.810,0.872
4,2.191,39.701,29,68,3.553,2.845,0.607,36,4,1.245,0.803,0.830
5,2.570,40.069,29,62,3.687,2.923,0.716,38,5,1.098,0.911,0.887
6,2.603,41.174,29,64,3.673,3.023,0.587,39,6,1.266,0.790,0.780
7,2.809,39.181,29,63,3.691,3.192,0.604,37,7,1.102,0.908,0.807
8,3.304,38.502,29,61,3.753,3.333,0.678,37,8,1.091,0.917,0.872
9,3.141,39.275,29,60,3.794,3.559,0.631,36,9,1.097,0.912,0.857
10,2.961,38.758,29,56,3.890,3.654,0.456,37,10,1.055,0.948,0.682
11,3.315,38.327,29,54,3.838,3.756,0.522,37,11,1.021,0.979,0.819
12,3.460,38.007,29,52,3.918,3.779,0.497,36,12,1.150,0.870,0.805
13,3.868,38.085,29,57,3.887,3.994,0.540,36,13,1.042,0.959,0.813
14,3.496,38.848,28,59,3.928,3.949,0.610,37,14,1.084,0.922,0.860
15,4.363,35.919,29,52,3.890,4.045,0.570,35,15,1.355,0.738,0.836
16,3.619,37.650,29,54,3.998,4.148,0.480,36,16,1.160,0.862,0.776
17,3.673,37.230,29,53,3.975,4.138,0.437,36,17,1.210,0.827,0.740
18,3.745,37.555,29,54,3.890,4.152,0.458,36,18,1.002,0.998,0.778
19,3.279,36.932,29,50,3.978,4.213,0.456,36,19,1.216,0.822,0.785
20,3.922,35.509,29,49,4.043,4.298,0.666,35,20,1.041,0.961,0.882
21,3.427,36.872,29,48,4.002,4.361,0.510,37,21,1.032,0.969,0.756
22,3.445,37.048,29,46,3.932,4.371,0.482,37,22,1.156,0.865,0.732
23,3.709,35.135,29,47,3.889,4.365,0.350,34,23,1.128,0.886,0.710
24,3.669,37.114,28,52,4.043,4.365,0.636,36,24,1.176,0.850,0.857
25,3.413,36.029,29,52,3.998,4.451,0.462,35,25,1.150,0.870,0.749
26,4.226,34.346,29,44,4.123,4.559,0.478,34,26,1.109,0.902,0.803
27,4.298,35.149,29,47,4.003,4.593,0.384,34,27,1.304,0.767,0.760
28,3.977,36.033,28,48,3.911,4.550,0.605,35,28,1.057,0.946,0.856
29,3.456,35.926,29,47,3.961,4.603,0.438,36,29,1.246,0.803,0.812
30,3.778,35.598,29,51,4.048,4.685,0.254,34,30,1.260,0.794,0.651
31,3.543,34.667,29,45,4.009,4.855,0.405,34,31,1.098,0.911,0.738
32,3.695,34.654,29,45,4.155,4.875,0.357,34,32,1.138,0.879,0.690
33,3.156,34.459,29,47,4.144,4.895,0.297,33,33,1.124,0.890,0.555
34,2.993,35.064,29,49,4.189,4.972,0.413,35,34,1.049,0.954,0.680
35,3.948,35.266,29,48,4.163,5.042,0.326,34,35,1.247,0.802,0.671
36,3.221,34.311,29,45,4.129,5.083,0.292,33,36,1.308,0.764,0.654
37,3.481,35.178,29,49,4.157,5.028,0.586,34,37,1.236,0.809,0.843
38,3.908,33.792,27,46,4.042,5.192,0.549,33,38,1.177,0.849,0.780
39,3.705,35.326,28,47,4.247,5.231,0.465,35,39,1.139,0.878,0.741
40,3.178,34.664,29,45,4.319,5.136,0.324,35,40,1.076,0.929,0.623
41,2.990,34.050,29,45,4.304,5.185,0.245,33,41,1.103,0.906,0.519
42,3.351,34.060,29,41,4.348,5.041,0.329,34,42,1.174,0.852,0.637
43,3.420,34.977,29,45,4.251,5.226,0.546,34,43,1.166,0.858,0.794
44,3.698,34.171,29,44,4.288,5.239,0.399,33,44,1.235,0.810,0.713
45,3.752,34.214,29,44,4.317,5.128,0.469,34,45,1.106,0.904,0.810
46,3.785,33.038,29,45,4.197,5.207,0.483,32,46,1.213,0.825,0.740
47,3.033,34.107,29,44,4.305,5.402,0.326,34,47,1.164,0.859,0.687
48,3.221,34.074,28,43,4.192,5.405,0.438,33,48,1.163,0.860,0.730
49,2.939,33.192,27,39,3.974,5.416,0.435,33,49,1.218,0.821,0.775
50,3.463,34.518,29,44,4.039,5.414,0.223,34,50,1.263,0.792,0.547
51,3.174,32.808,27,39,4.069,5.397,0.351,32,51,1.283,0.780,0.619
52,3.586,33.531,29,41,4.017,5.649,0.276,33,52,1.210,0.827,0.704
53,3.333,33.807,29,42,4.132,5.545,0.253,33,53,1.221,0.819,0.631
54,3.080,33.623,29,41,4.010,5.612,0.426,33,54,1.062,0.942,0.717
55,3.561,33.229,28,40,3.952,5.591,0.342,33,55,1.234,0.810,0.685
56,3.199,33.355,29,42,4.170,5.555,0.384,33,56,1.028,0.973,0.712
57,3.163,33.215,29,42,3.964,5.459,0.276,33,57,1.210,0.826,0.645
58,2.512,33.155,28,43,4.104,5.781,0.290,32,58,1.089,0.918,0.591
59,2.780,33.870,29,45,3.918,5.755,0.324,33,59,1.044,0.958,0.561
60,3.387,33.622,28,45,3.974,5.832,0.375,33,60,1.205,0.830,0.631
61,2.523,33.054,29,39,3.887,5.608,0.337,32,61,1.408,0.710,0.564
62,3.416,33.717,29,47,3.845,5.944,0.308,33,62,1.131,0.884,0.624
63,3.008,33.570,29,41,3.868,6.034,0.289,33,63,1.354,0.739,0.566
64,3.405,33.527,28,42,3.906,6.011,0.341,33,64,1.139,0.878,0.719
65,2.686,32.752,29,40,3.924,5.995,0.226,32,65,1.253,0.798,0.572
66,2.961,32.603,28,39,3.996,5.862,0.298,32,66,1.395,0.717,0.673
67,2.704,33.350,28,42,4.012,5.960,0.409,33,67,1.038,0.963,0.662
68,2.863,32.894,28,41,3.814,6.075,0.301,32,68,1.129,0.886,0.552
69,2.202,32.806,29,42,3.814,6.174,0.361,32,69,1.092,0.916,0.650
70,2.205,32.874,29,39,3.799,6.155,0.374,33,70,1.112,0.899,0.684
71,2.606,32.277,28,41,3.763,6.247,0.357,32,71,1.212,0.825,0.736
72,2.661,33.662,29,42,3.779,6.469,0.395,33,72,1.103,0.906,0.729
73,3.181,33.115,28,39,3.627,6.313,0.293,32,73,1.142,0.876,0.663
74,2.462,32.062,29,37,3.536,6.486,0.198,31,74,1.379,0.725,0.595
75,2.343,31.833,26,38,3.835,6.661,0.219,31,75,1.437,0.696,0.548
76,2.512,32.242,28,40,3.755,6.707,0.282,32,76,1.196,0.836,0.601
77,1.858,33.327,29,39,3.824,6.933,0.475,33,77,1.295,0.772,0.435
78,2.296,32.117,29,37,3.778,6.954,0.262,32,78,1.384,0.722,0.560
79,1.703,32.442,29,37,3.765,7.036,0.536,32,79,1.324,0.755,0.559
80,1.883,32.096,28,38,3.857,6.890,0.295,32,80,1.146,0.873,0.511
81,2.751,32.163,28,38,3.660,6.961,0.430,32,81,1.403,0.713,0.737
82,2.129,31.394,28,37,3.514,7.146,0.411,31,82,1.223,0.818,0.656
83,2.075,32.101,29,38,3.600,6.964,0.298,32,83,1.581,0.632,0.634
84,1.887,31.590,29,36,3.824,7.043,0.326,31,84,1.142,0.875,0.454
85,1.873,32.218,29,37,3.530,7.048,0.259,32,85,1.276,0.784,0.552
86,1.941,32.374,28,42,3.503,6.871,0.295,32,86,1.166,0.858,0.574
87,2.444,31.979,29,37,3.499,7.023,0.280,32,87,1.585,0.631,0.652
88,1.902,32.175,29,37,3.461,6.882,0.397,32,88,1.169,0.856,0.636
89,1.855,32.197,29,38,3.411,6.911,0.309,32,89,1.535,0.651,0.594
90,1.395,32.083,29,39,3.506,7.075,0.145,31,90,1.170,0.855,0.381
