 ,Area,Mean,Min,Max,XM,YM,Circ.,Median,Slice,AR,Round,Solidity
1,0.022,54.667,54,55,3.608,4.269,0.809,55,1,2.082,0.480,0.857
2,1.074,59.364,53,70,3.895,4.415,0.504,58,2,1.894,0.528,0.721
3,1.721,61.508,52,84,3.860,4.470,0.623,58,3,1.159,0.863,0.801
4,2.476,62.124,54,82,4.072,4.432,0.493,60,4,1.318,0.759,0.752
5,2.603,64.086,53,91,4.098,4.379,0.595,62,5,1.098,0.911,0.841
6,3.076,66.647,54,102,4.036,4.383,0.758,64,6,1.082,0.925,0.879
7,3.496,65.819,53,91,4.032,4.387,0.612,63,7,1.219,0.820,0.839
8,4.118,64.341,52,95,3.986,4.124,0.658,61,8,1.167,0.857,0.873
9,3.995,65.022,53,86,3.998,4.255,0.688,63,9,1.347,0.742,0.878
10,4.356,63.832,53,92,4.013,4.170,0.551,61,10,1.452,0.689,0.832
11,4.616,65.641,53,97,4.086,4.272,0.608,63,11,1.207,0.829,0.865
12,4.515,64.746,53,88,4.077,4.230,0.624,63,12,1.162,0.861,0.876
13,4.718,64.549,53,87,4.060,4.212,0.566,63,13,1.250,0.800,0.829
14,5.151,63.180,53,87,4.043,4.211,0.348,61,14,1.035,0.966,0.698
15,5.148,63.942,53,82,4.109,4.141,0.411,62,15,1.084,0.922,0.748
16,4.696,63.878,53,80,4.040,4.209,0.694,62,16,1.124,0.890,0.877
17,5.632,63.739,51,87,4.060,4.192,0.566,62,17,1.308,0.764,0.771
18,4.808,63.126,53,80,4.188,4.137,0.410,62,18,1.104,0.906,0.768
19,5.253,63.458,53,83,4.099,4.235,0.428,62,19,1.192,0.839,0.783
20,5.108,64.087,53,88,4.113,4.191,0.624,62,20,1.379,0.725,0.866
21,5.231,63.453,52,83,4.183,4.089,0.624,62,21,1.189,0.841,0.860
22,5.195,63.317,51,80,4.204,4.246,0.524,63,22,1.272,0.786,0.746
23,5.665,63.839,53,77,4.175,4.242,0.493,64,23,1.261,0.793,0.798
24,5.611,63.216,53,90,4.156,4.261,0.491,63,24,1.231,0.812,0.725
25,5.654,62.957,52,80,4.126,4.243,0.406,62,25,1.171,0.854,0.682
26,5.289,63.489,53,80,4.191,4.266,0.407,62,26,1.241,0.806,0.762
27,5.404,61.971,52,79,4.137,4.281,0.386,60,27,1.183,0.845,0.808
28,5.752,62.402,52,82,4.173,4.004,0.403,61,28,1.250,0.800,0.781
29,5.643,63.038,52,81,4.242,4.194,0.476,61,29,1.041,0.961,0.833
30,5.950,63.666,53,84,4.305,4.036,0.500,62,30,1.231,0.812,0.810
31,5.636,64.311,53,80,4.267,4.275,0.552,65,31,1.162,0.861,0.847
32,6.106,63.384,52,88,4.220,4.357,0.439,62,32,1.077,0.928,0.809
33,6.019,62.039,52,81,4.288,4.284,0.351,61,33,1.172,0.853,0.739
34,6.117,63.561,51,83,4.394,4.230,0.450,63,34,1.193,0.838,0.726
35,5.683,63.406,53,82,4.359,4.233,0.383,62,35,1.089,0.918,0.757
36,5.795,63.313,53,85,4.375,4.175,0.407,62,36,1.322,0.757,0.622
37,6.059,63.201,53,78,4.311,4.241,0.541,63,37,1.128,0.886,0.802
38,6.146,63.397,53,81,4.352,4.191,0.354,64,38,1.257,0.796,0.588
39,6.485,62.914,53,82,4.442,4.198,0.371,62,39,1.177,0.850,0.713
40,6.214,62.248,53,79,4.504,4.309,0.367,61,40,1.087,0.920,0.719
41,6.203,62.044,53,80,4.404,4.206,0.300,61,41,1.196,0.836,0.699
42,6.803,62.344,50,82,4.395,4.228,0.283,61,42,1.148,0.871,0.660
43,6.370,61.313,52,80,4.409,4.168,0.440,60,43,1.136,0.880,0.710
44,6.905,62.928,53,87,4.427,4.173,0.236,61,44,1.150,0.869,0.753
45,6.641,63.413,49,81,4.475,4.139,0.403,63,45,1.018,0.983,0.729
46,6.449,63.270,53,89,4.482,4.281,0.316,62,46,1.140,0.877,0.713
47,6.749,62.772,52,84,4.467,4.298,0.501,62,47,1.295,0.772,0.853
48,6.037,63.814,53,80,4.439,4.357,0.318,64,48,1.222,0.818,0.669
49,6.240,63.482,53,81,4.528,4.318,0.361,63,49,1.178,0.849,0.719
50,6.337,63.164,50,82,4.505,4.336,0.316,63,50,1.143,0.875,0.674
51,6.399,63.250,53,78,4.510,4.324,0.306,63,51,1.156,0.865,0.696
