 ,Area,Mean,Min,Max,XM,YM,Circ.,Median,Slice,AR,Round,Solidity
1,0.090,90.320,87,93,3.039,3.038,0.785,91,1,1.000,1.000,1.000
2,0.159,103.000,97,110,3.025,2.982,0.968,102,2,1.067,0.938,0.946
3,0.318,103.909,97,112,2.999,3.099,0.935,104,3,1.381,0.724,0.931
4,0.340,104.798,96,116,2.984,3.022,0.966,104,4,1.118,0.895,0.945
5,0.402,106.126,95,119,3.005,3.018,0.947,106,5,1.217,0.822,0.945
6,0.518,108.455,93,126,3.045,3.014,0.937,107,6,1.203,0.831,0.950
7,0.586,108.049,95,129,3.036,2.967,0.936,106,7,1.195,0.837,0.942
8,0.608,108.446,96,127,2.946,2.926,0.915,107,8,1.182,0.846,0.941
9,0.532,108.136,96,125,2.923,2.931,0.938,107,9,1.055,0.948,0.955
10,0.514,108.141,97,126,2.905,2.938,0.956,107,10,1.205,0.830,0.950
11,0.467,105.791,97,116,2.858,2.938,0.966,106,11,1.249,0.801,0.970
12,0.565,108.654,96,128,2.868,2.927,0.949,107,12,1.087,0.920,0.940
13,0.514,108.070,96,125,2.809,2.903,0.956,106,13,1.155,0.866,0.950
14,0.601,108.681,94,129,2.795,2.897,0.936,107,14,1.146,0.873,0.951
15,0.630,108.299,95,127,2.751,2.870,0.925,107,15,1.135,0.881,0.946
16,0.670,108.919,94,129,2.795,2.793,0.907,107,16,1.154,0.867,0.949
17,0.688,109.100,95,130,2.686,2.748,0.910,107,17,1.027,0.974,0.945
18,0.644,108.197,94,129,2.695,2.847,0.893,106,18,1.261,0.793,0.937
19,0.713,108.929,91,130,2.721,2.763,0.914,107,19,1.147,0.872,0.936
20,0.630,108.943,95,130,2.599,2.658,0.947,107,20,1.092,0.916,0.951
21,0.590,107.356,95,124,2.621,2.637,0.932,106,21,1.142,0.876,0.934
22,0.673,108.597,95,130,2.596,2.633,0.912,107,22,1.041,0.961,0.939
23,0.713,110.624,95,137,2.583,2.616,0.935,108,23,1.073,0.932,0.940
24,0.655,108.851,94,130,2.606,2.666,0.896,107,24,1.233,0.811,0.955
25,0.738,109.529,96,132,2.539,2.634,0.909,107,25,1.145,0.873,0.925
26,0.691,109.822,95,132,2.547,2.587,0.928,108,26,1.140,0.877,0.943
27,0.735,109.005,96,128,2.565,2.580,0.881,107,27,1.134,0.882,0.940
28,0.753,109.639,95,128,2.566,2.537,0.935,108,28,1.141,0.876,0.948
29,0.727,110.095,95,132,2.540,2.582,0.954,108,29,1.178,0.849,0.955
30,0.746,110.539,96,135,2.583,2.542,0.938,108,30,1.099,0.910,0.936
