 ,Area,Mean,Min,Max,XM,YM,Circ.,Median,Slice,AR,Round,Solidity
1,702.598,61.847,27,124,24.375,11.590,0.585,63,1,1.480,0.676,0.979
2,703.896,61.860,28,150,24.458,11.555,0.631,63,2,1.483,0.674,0.979
3,706.188,61.906,29,177,24.398,11.550,0.592,63,3,1.478,0.677,0.978
4,715.037,61.571,26,192,24.391,11.559,0.598,62,4,1.485,0.673,0.969
5,706.708,61.922,29,193,24.373,11.564,0.579,62,5,1.474,0.679,0.976
6,715.919,61.604,27,213,24.317,11.578,0.644,62,6,1.481,0.675,0.978
7,711.737,61.906,28,203,24.288,11.591,0.603,62,7,1.472,0.680,0.979
8,713.541,61.952,26,202,24.277,11.639,0.626,62,8,1.472,0.679,0.979
9,712.796,61.788,27,207,24.250,11.661,0.594,62,9,1.467,0.682,0.965
10,710.847,61.828,27,193,24.234,11.708,0.653,62,10,1.467,0.682,0.982
11,709.846,61.833,28,216,24.251,11.709,0.662,62,11,1.467,0.682,0.980
12,708.281,61.921,27,210,24.236,11.762,0.604,62,12,1.460,0.685,0.976
13,710.048,61.581,28,210,24.229,11.758,0.680,62,13,1.460,0.685,0.976
14,706.184,61.810,27,205,24.254,11.780,0.622,62,14,1.462,0.684,0.970
15,705.812,61.707,28,197,24.230,11.808,0.619,62,15,1.455,0.687,0.959
16,703.032,61.758,28,202,24.237,11.838,0.624,62,16,1.452,0.689,0.972
17,701.904,61.704,28,203,24.251,11.878,0.596,62,17,1.450,0.690,0.962
18,698.806,61.778,28,191,24.230,11.882,0.593,62,18,1.448,0.691,0.962
19,699.861,61.597,29,195,24.255,11.914,0.600,62,19,1.451,0.689,0.963
20,699.420,61.442,26,192,24.280,11.916,0.615,62,20,1.446,0.692,0.960
21,702.139,61.148,29,189,24.278,11.951,0.624,62,21,1.443,0.693,0.957
22,694.605,61.344,30,193,24.262,11.959,0.642,62,22,1.443,0.693,0.966
23,699.062,61.095,27,187,24.302,11.973,0.618,61,23,1.442,0.693,0.958
24,694.641,61.083,0,189,24.310,11.977,0.592,61,24,1.436,0.697,0.957
25,691.959,61.115,29,188,24.266,12.005,0.570,62,25,1.436,0.696,0.956
26,688.087,61.047,29,181,24.254,12.027,0.594,61,26,1.433,0.698,0.948
27,685.839,60.923,29,174,24.270,12.043,0.573,61,27,1.433,0.698,0.950
28,684.508,61.028,28,176,24.292,12.055,0.614,61,28,1.431,0.699,0.957
29,683.207,60.995,30,180,24.302,12.067,0.564,62,29,1.431,0.699,0.949
30,681.049,60.826,27,175,24.280,12.068,0.598,61,30,1.427,0.701,0.953
31,680.196,60.807,27,172,24.298,12.064,0.575,61,31,1.426,0.701,0.952
32,678.985,60.728,28,179,24.327,12.089,0.567,61,32,1.426,0.701,0.956
33,678.919,60.483,0,167,24.334,12.081,0.598,61,33,1.424,0.702,0.953
34,675.973,60.630,26,163,24.319,12.088,0.609,61,34,1.420,0.704,0.958
35,674.907,60.604,0,168,24.317,12.116,0.534,61,35,1.426,0.701,0.956
36,675.033,60.605,30,167,24.338,12.114,0.553,61,36,1.421,0.704,0.952
37,672.919,60.599,28,164,24.334,12.122,0.598,61,37,1.422,0.703,0.951
38,672.279,60.600,30,167,24.324,12.117,0.597,61,38,1.424,0.702,0.954
39,670.659,60.566,28,168,24.357,12.139,0.548,61,39,1.419,0.705,0.952
40,671.328,60.438,28,171,24.362,12.127,0.532,61,40,1.418,0.705,0.948
41,670.037,60.504,28,173,24.346,12.153,0.563,61,41,1.414,0.707,0.944
42,671.176,60.440,0,171,24.331,12.152,0.525,61,42,1.416,0.706,0.946
43,666.133,60.561,0,164,24.341,12.158,0.475,61,43,1.417,0.706,0.948
44,664.973,60.609,28,160,24.349,12.162,0.511,61,44,1.414,0.707,0.948
45,663.711,60.494,30,171,24.371,12.137,0.514,61,45,1.413,0.708,0.951
46,670.710,60.195,29,154,24.383,12.134,0.545,61,46,1.409,0.710,0.950
47,659.998,60.512,0,160,24.316,12.158,0.524,61,47,1.411,0.709,0.942
48,670.688,60.170,0,171,24.391,12.125,0.557,61,48,1.411,0.709,0.950
49,659.691,60.491,30,154,24.368,12.138,0.548,61,49,1.414,0.707,0.943
50,659.594,60.555,29,153,24.345,12.147,0.523,61,50,1.407,0.711,0.939
51,660.732,60.491,28,149,24.376,12.148,0.527,61,51,1.408,0.710,0.943
52,666.495,60.201,29,155,24.385,12.125,0.566,61,52,1.407,0.711,0.945
53,657.240,60.670,29,144,24.413,12.128,0.482,62,53,1.403,0.713,0.937
54,663.715,60.186,29,150,24.399,12.121,0.527,61,54,1.399,0.715,0.942
55,655.006,60.657,0,146,24.396,12.141,0.532,61,55,1.402,0.713,0.946
56,653.708,60.644,31,146,24.396,12.137,0.497,62,56,1.399,0.715,0.945
57,651.561,60.831,30,147,24.400,12.149,0.487,62,57,1.405,0.712,0.941
58,651.181,60.751,29,148,24.367,12.151,0.509,62,58,1.407,0.711,0.947
59,650.621,60.531,0,150,24.379,12.139,0.526,62,59,1.401,0.714,0.942
60,656.915,60.262,31,151,24.408,12.138,0.528,61,60,1.399,0.715,0.949
61,649.273,60.542,30,146,24.412,12.147,0.500,61,61,1.404,0.712,0.954
62,647.357,60.532,28,147,24.429,12.148,0.511,62,62,1.399,0.715,0.951
63,640.213,60.883,31,139,24.438,12.158,0.461,62,63,1.399,0.715,0.939
64,644.248,60.675,28,136,24.448,12.140,0.470,62,64,1.394,0.718,0.939
65,636.953,61.007,28,137,24.425,12.141,0.488,62,65,1.395,0.717,0.946
66,636.700,60.651,26,139,24.416,12.156,0.460,62,66,1.403,0.713,0.944
67,632.824,60.744,25,140,24.486,12.131,0.544,62,67,1.393,0.718,0.951
68,632.542,60.671,27,133,24.483,12.117,0.486,62,68,1.391,0.719,0.942
69,625.746,60.730,28,137,24.458,12.149,0.515,62,69,1.412,0.708,0.956
70,630.167,60.447,0,127,24.480,12.166,0.511,62,70,1.398,0.715,0.955
71,624.108,60.698,28,127,24.466,12.151,0.534,62,71,1.409,0.710,0.956
72,622.948,60.633,0,126,24.488,12.146,0.528,62,72,1.405,0.712,0.955
73,623.563,60.365,27,118,24.494,12.120,0.452,62,73,1.391,0.719,0.929
74,624.907,60.147,25,124,24.513,12.120,0.462,62,74,1.389,0.720,0.939
75,618.530,60.383,26,119,24.518,12.096,0.476,62,75,1.387,0.721,0.940
