 ,Area,Mean,Min,Max,XM,YM,Circ.,Median,Slice,AR,Round,Solidity
1,986.507,16.131,7,50,22.271,14.876,0.381,16,1,1.351,0.740,0.946
2,984.577,16.131,0,66,22.348,14.962,0.390,16,2,1.360,0.735,0.945
3,982.072,16.100,6,63,22.473,15.013,0.355,16,3,1.356,0.737,0.944
4,980.861,16.051,0,68,22.496,15.043,0.357,16,4,1.359,0.736,0.947
5,982.787,16.012,0,62,22.563,15.113,0.434,16,5,1.358,0.736,0.953
6,975.066,16.123,7,64,22.623,15.186,0.417,16,6,1.360,0.735,0.953
7,974.968,16.083,0,63,22.728,15.265,0.371,16,7,1.367,0.732,0.941
8,972.817,15.989,0,61,22.809,15.397,0.350,16,8,1.371,0.730,0.937
9,969.799,16.069,0,60,22.892,15.474,0.312,16,9,1.375,0.727,0.937
10,963.762,16.072,7,56,22.992,15.566,0.339,16,10,1.383,0.723,0.935
11,960.953,16.074,7,54,23.101,15.651,0.355,16,11,1.382,0.723,0.934
12,962.355,16.028,0,52,23.156,15.760,0.357,16,12,1.391,0.719,0.934
13,959.771,16.075,0,57,23.226,15.807,0.346,16,13,1.392,0.718,0.929
14,955.136,16.077,6,59,23.370,15.902,0.341,16,14,1.396,0.716,0.926
15,949.269,16.031,0,52,23.399,16.000,0.327,16,15,1.399,0.715,0.928
16,945.148,16.065,0,54,23.423,16.100,0.294,16,16,1.398,0.715,0.914
17,943.825,16.060,0,53,23.514,16.120,0.348,16,17,1.403,0.713,0.925
18,938.760,16.106,0,54,23.554,16.198,0.328,16,18,1.405,0.712,0.936
19,940.824,16.027,7,50,23.626,16.196,0.291,16,19,1.409,0.709,0.921
20,934.494,16.065,6,49,23.644,16.208,0.321,16,20,1.419,0.705,0.923
21,939.884,16.024,0,48,23.668,16.224,0.327,16,21,1.409,0.709,0.922
22,930.301,16.038,0,46,23.721,16.261,0.271,16,22,1.416,0.706,0.916
23,929.802,16.053,0,47,23.762,16.268,0.268,16,23,1.416,0.706,0.914
24,929.842,16.056,0,52,23.818,16.256,0.297,16,24,1.412,0.708,0.918
25,922.460,15.977,0,52,23.827,16.308,0.290,16,25,1.416,0.706,0.918
26,919.763,16.009,7,44,23.870,16.311,0.289,16,26,1.420,0.704,0.917
27,917.829,16.024,0,47,23.926,16.360,0.275,16,27,1.421,0.704,0.916
28,914.395,16.040,0,48,23.914,16.423,0.290,16,28,1.419,0.705,0.913
29,910.791,15.983,6,47,24.024,16.432,0.273,16,29,1.432,0.698,0.912
30,906.764,16.038,0,51,24.099,16.474,0.265,16,30,1.432,0.698,0.914
31,902.064,15.988,0,45,24.101,16.500,0.292,16,31,1.442,0.694,0.910
32,899.468,15.990,0,45,24.133,16.506,0.288,16,32,1.442,0.694,0.908
33,900.669,15.969,6,47,24.207,16.531,0.313,16,33,1.455,0.688,0.913
34,894.353,15.990,6,49,24.221,16.604,0.313,16,34,1.450,0.690,0.905
35,889.328,16.031,0,48,24.154,16.634,0.272,16,35,1.441,0.694,0.907
36,880.009,16.095,0,45,24.217,16.757,0.301,16,36,1.457,0.686,0.921
37,882.456,16.043,6,49,24.262,16.750,0.290,16,37,1.453,0.688,0.907
38,875.606,16.031,6,46,24.199,16.766,0.325,16,38,1.448,0.691,0.922
39,872.616,16.053,0,47,24.265,16.807,0.314,16,39,1.448,0.690,0.921
40,873.466,16.020,0,45,24.188,16.818,0.321,16,40,1.446,0.691,0.920
41,874.076,15.997,0,45,24.145,16.815,0.309,16,41,1.447,0.691,0.921
42,864.001,15.963,0,41,24.215,16.886,0.315,16,42,1.454,0.688,0.926
43,864.309,15.973,7,45,24.204,16.882,0.328,16,43,1.449,0.690,0.917
44,859.121,16.038,7,44,24.273,16.955,0.332,16,44,1.457,0.686,0.923
45,858.279,16.030,0,44,24.267,16.993,0.343,16,45,1.465,0.682,0.913
46,853.991,16.024,0,45,24.297,17.073,0.323,16,46,1.480,0.676,0.918
47,851.233,16.080,0,44,24.390,17.094,0.342,16,47,1.487,0.672,0.914
48,847.687,16.044,7,43,24.419,17.129,0.284,16,48,1.503,0.665,0.906
49,844.010,16.075,0,39,24.434,17.129,0.300,16,49,1.492,0.670,0.904
50,22.008,14.172,7,25,19.345,1.981,0.292,14,50,2.328,0.429,0.749
51,820.654,16.087,0,44,24.598,17.534,0.442,16,50,1.628,0.614,0.954
52,837.760,15.996,0,39,24.496,17.207,0.293,16,51,1.517,0.659,0.906
53,21.799,14.106,8,26,19.405,1.988,0.336,14,52,2.183,0.458,0.760
54,812.726,16.124,0,41,24.678,17.641,0.409,16,52,1.635,0.612,0.956
55,20.826,14.580,7,25,19.601,1.966,0.287,14,53,2.289,0.437,0.719
56,808.587,16.121,0,42,24.655,17.715,0.409,16,53,1.654,0.605,0.953
57,22.106,14.288,8,30,19.556,2.020,0.309,14,54,2.177,0.459,0.747
58,809.841,16.048,0,41,24.776,17.722,0.431,16,54,1.664,0.601,0.957
59,21.245,14.052,8,26,19.389,1.929,0.319,13,55,2.259,0.443,0.776
60,804.863,16.135,0,40,24.759,17.807,0.431,16,55,1.666,0.600,0.953
61,805.261,16.110,0,42,24.786,17.835,0.448,16,56,1.693,0.591,0.959
62,20.844,14.075,8,33,19.558,1.932,0.248,13,57,2.285,0.438,0.657
63,799.285,16.085,7,42,24.793,17.835,0.423,16,57,1.696,0.590,0.955
64,797.095,16.142,8,43,24.826,17.866,0.438,16,58,1.705,0.586,0.955
65,794.560,16.141,8,45,24.809,17.931,0.441,16,59,1.710,0.585,0.957
66,791.831,16.160,7,45,24.856,17.952,0.430,16,60,1.719,0.582,0.956
67,788.740,16.125,8,39,24.865,17.959,0.468,16,61,1.729,0.578,0.960
68,787.471,16.170,7,47,24.899,18.016,0.455,16,62,1.757,0.569,0.954
69,780.831,16.139,7,41,24.851,18.096,0.418,16,63,1.753,0.570,0.955
70,780.386,16.160,8,42,24.858,18.152,0.404,16,64,1.774,0.564,0.950
71,776.655,16.196,7,40,24.824,18.161,0.453,16,65,1.778,0.562,0.955
72,772.429,16.212,0,39,24.829,18.186,0.444,16,66,1.786,0.560,0.947
73,770.282,16.208,0,42,24.892,18.173,0.439,16,67,1.792,0.558,0.944
74,762.755,16.179,7,41,24.922,18.281,0.434,16,68,1.820,0.550,0.948
75,761.309,16.156,8,42,24.979,18.310,0.457,16,69,1.827,0.547,0.949
76,757.196,16.235,0,39,24.952,18.386,0.455,16,70,1.839,0.544,0.950
77,757.752,16.224,8,41,24.986,18.379,0.420,16,71,1.850,0.540,0.944
78,753.736,16.240,8,42,24.962,18.475,0.439,16,72,1.848,0.541,0.945
79,751.379,16.258,8,39,24.973,18.515,0.408,16,73,1.867,0.535,0.947
