 ,Area,Mean,Min,Max,XM,YM,Circ.,Median,Slice,AR,Round,Solidity
1,231.395,59.767,19,144,11.405,13.935,0.817,58,1,1.615,0.619,0.988
2,233.465,62.622,18,152,11.502,13.744,0.810,59,2,1.613,0.620,0.988
3,233.878,62.886,18,150,11.553,13.632,0.817,59,3,1.612,0.620,0.989
4,234.428,62.790,18,146,11.576,13.511,0.820,59,4,1.612,0.620,0.990
5,234.279,62.928,18,147,11.595,13.438,0.816,59,5,1.614,0.619,0.989
6,234.102,62.946,18,145,11.595,13.360,0.822,59,6,1.609,0.621,0.989
7,234.315,62.915,18,144,11.588,13.293,0.815,59,7,1.615,0.619,0.989
8,233.856,63.007,18,146,11.567,13.249,0.825,59,8,1.614,0.620,0.990
9,233.881,62.834,18,143,11.566,13.211,0.819,59,9,1.614,0.620,0.989
10,233.519,62.930,18,151,11.566,13.182,0.817,59,10,1.615,0.619,0.990
11,233.451,62.833,18,148,11.547,13.154,0.816,59,11,1.608,0.622,0.989
12,233.856,62.982,18,147,11.544,13.133,0.816,59,12,1.609,0.621,0.989
13,234.026,63.033,18,144,11.545,13.126,0.817,59,13,1.604,0.624,0.989
14,233.657,63.108,18,154,11.543,13.109,0.824,59,14,1.610,0.621,0.990
15,233.393,62.784,18,149,11.531,13.078,0.817,59,15,1.609,0.621,0.989
16,233.628,62.811,18,155,11.549,13.082,0.817,59,16,1.608,0.622,0.989
17,233.157,62.958,18,154,11.549,13.076,0.823,59,17,1.610,0.621,0.990
18,232.987,62.891,18,143,11.564,13.095,0.821,59,18,1.608,0.622,0.990
19,233.060,62.861,18,168,11.571,13.069,0.810,59,19,1.607,0.622,0.989
20,233.212,62.938,18,151,11.567,13.069,0.824,59,20,1.607,0.622,0.989
21,233.150,62.722,18,153,11.562,13.040,0.820,58,21,1.607,0.622,0.989
22,233.154,62.878,18,150,11.564,13.051,0.821,59,22,1.608,0.622,0.989
23,233.005,62.647,18,153,11.571,13.030,0.821,58,23,1.607,0.622,0.989
24,232.908,62.765,18,148,11.585,13.038,0.820,59,24,1.609,0.621,0.989
25,233.157,62.788,18,155,11.588,13.054,0.817,59,25,1.610,0.621,0.989
26,233.063,62.725,18,151,11.597,13.033,0.820,58,26,1.607,0.622,0.989
27,232.890,62.761,18,164,11.607,13.040,0.822,59,27,1.608,0.622,0.990
28,232.459,62.910,18,145,11.602,13.040,0.814,59,28,1.611,0.621,0.989
29,232.101,62.922,18,155,11.590,13.027,0.814,59,29,1.611,0.621,0.989
30,232.260,62.861,18,155,11.580,13.023,0.822,59,30,1.611,0.621,0.989
31,232.115,62.940,18,161,11.572,13.001,0.822,59,31,1.608,0.622,0.989
32,232.231,63.169,18,161,11.575,13.021,0.813,59,32,1.614,0.620,0.988
33,232.336,63.340,18,148,11.571,13.016,0.819,59,33,1.614,0.620,0.989
34,231.851,63.086,18,150,11.559,13.019,0.819,59,34,1.615,0.619,0.989
35,232.575,63.057,18,148,11.570,12.996,0.821,59,35,1.612,0.621,0.989
36,232.271,62.998,18,147,11.572,13.024,0.811,59,36,1.613,0.620,0.987
37,232.086,63.210,18,147,11.575,12.998,0.815,59,37,1.611,0.621,0.988
38,232.513,63.078,18,149,11.574,12.994,0.821,59,38,1.612,0.620,0.989
39,232.198,63.277,18,160,11.564,12.984,0.812,59,39,1.614,0.620,0.988
40,232.448,63.269,18,147,11.566,12.959,0.822,59,40,1.609,0.622,0.989
41,232.249,63.252,18,146,11.563,12.943,0.820,59,41,1.614,0.620,0.989
42,232.311,63.097,18,147,11.574,12.958,0.818,59,42,1.616,0.619,0.989
43,232.763,63.050,18,150,11.581,12.987,0.813,59,43,1.618,0.618,0.988
44,232.242,63.160,18,150,11.579,12.987,0.820,59,44,1.617,0.618,0.989
45,232.151,63.190,18,155,11.584,13.010,0.821,59,45,1.614,0.620,0.988
46,232.542,62.989,18,151,11.588,12.996,0.820,59,46,1.613,0.620,0.989
47,232.654,62.939,18,152,11.596,13.008,0.821,59,47,1.613,0.620,0.988
48,232.441,62.780,18,146,11.608,12.997,0.820,59,48,1.617,0.618,0.988
49,232.256,63.007,18,150,11.607,12.981,0.821,59,49,1.618,0.618,0.990
50,232.430,63.101,18,144,11.618,12.985,0.820,59,50,1.623,0.616,0.989
51,232.578,63.217,18,144,11.618,12.952,0.821,59,51,1.622,0.617,0.989
52,232.824,63.035,18,142,11.610,12.941,0.819,59,52,1.623,0.616,0.989
53,232.658,62.923,18,148,11.599,12.927,0.822,59,53,1.622,0.617,0.989
54,232.405,63.064,18,150,11.593,12.935,0.812,59,54,1.621,0.617,0.988
55,232.137,62.916,18,146,11.623,12.905,0.815,59,55,1.617,0.618,0.988
56,231.822,63.048,18,143,11.596,12.894,0.809,59,56,1.622,0.617,0.988
57,231.409,63.004,18,148,11.599,12.883,0.812,59,57,1.626,0.615,0.989
58,231.399,63.059,18,149,11.596,12.898,0.815,59,58,1.627,0.615,0.989
59,231.775,63.107,18,143,11.621,12.891,0.816,59,59,1.625,0.615,0.988
60,231.344,63.009,18,144,11.617,12.904,0.812,59,60,1.630,0.613,0.989
61,231.062,62.766,18,147,11.646,12.900,0.816,59,61,1.628,0.614,0.989
62,231.699,63.734,18,150,11.638,12.901,0.810,59,62,1.625,0.615,0.988
63,231.652,63.759,18,150,11.641,12.901,0.811,60,63,1.623,0.616,0.988
64,231.442,64.067,18,146,11.648,12.899,0.812,60,64,1.623,0.616,0.988
65,231.366,63.929,18,147,11.637,12.901,0.815,60,65,1.625,0.615,0.990
66,230.863,64.031,18,150,11.625,12.892,0.818,60,66,1.628,0.614,0.989
67,231.348,63.852,18,147,11.625,12.914,0.819,60,67,1.628,0.614,0.990
68,231.666,63.884,18,148,11.617,12.911,0.816,60,68,1.627,0.615,0.988
69,231.710,64.002,18,151,11.629,12.907,0.812,60,69,1.628,0.614,0.989
70,230.946,63.985,18,148,11.638,12.906,0.816,60,70,1.631,0.613,0.989
71,231.203,63.912,18,149,11.625,12.872,0.812,60,71,1.626,0.615,0.989
72,232.075,63.994,18,151,11.637,12.859,0.815,60,72,1.618,0.618,0.989
73,232.369,63.798,18,148,11.639,12.851,0.818,60,73,1.619,0.618,0.989
74,232.517,64.007,18,150,11.652,12.842,0.812,60,74,1.616,0.619,0.988
75,232.441,64.184,18,150,11.661,12.846,0.820,60,75,1.616,0.619,0.989
76,232.723,64.083,18,154,11.664,12.842,0.814,60,76,1.619,0.618,0.989
77,231.851,64.236,18,152,11.678,12.828,0.813,60,77,1.625,0.616,0.988
78,231.775,64.124,18,153,11.683,12.840,0.815,60,78,1.626,0.615,0.989
79,230.045,64.620,19,149,11.684,12.829,0.812,61,79,1.630,0.614,0.989
80,230.606,64.236,18,147,11.709,12.847,0.817,60,80,1.624,0.616,0.989
81,230.349,64.226,18,151,11.696,12.866,0.811,60,81,1.629,0.614,0.989
82,228.981,64.732,19,147,11.687,12.882,0.814,61,82,1.632,0.613,0.989
83,229.412,64.498,18,154,11.686,12.844,0.814,60,83,1.629,0.614,0.988
84,229.231,64.419,18,152,11.666,12.864,0.818,60,84,1.636,0.611,0.989
85,229.426,64.390,18,151,11.676,12.843,0.814,61,85,1.631,0.613,0.988
86,230.023,64.558,18,155,11.690,12.848,0.817,61,86,1.637,0.611,0.989
87,228.731,64.552,19,148,11.708,12.799,0.815,60,87,1.633,0.612,0.989
88,229.209,64.815,19,153,11.732,12.790,0.817,61,88,1.631,0.613,0.989
89,230.284,64.366,18,154,11.738,12.773,0.818,60,89,1.628,0.614,0.989
90,229.343,64.844,19,152,11.758,12.817,0.812,61,90,1.629,0.614,0.988
