 ,Area,Mean,Min,Max,XM,YM,Circ.,Median,Slice,AR,Round,Solidity
1,778.213,60.666,27,124,20.308,15.941,0.571,62,1,1.420,0.704,0.934
2,778.477,60.734,27,150,20.389,15.898,0.556,62,2,1.424,0.702,0.937
3,778.192,60.893,27,177,20.345,15.888,0.576,62,3,1.422,0.703,0.949
4,776.673,60.880,26,192,20.320,15.877,0.571,62,4,1.416,0.706,0.936
5,791.130,60.342,25,193,20.318,15.914,0.594,62,5,1.415,0.707,0.937
6,774.942,60.933,27,213,20.277,15.936,0.550,62,6,1.412,0.708,0.940
7,773.734,61.077,25,203,20.273,15.971,0.532,62,7,1.409,0.710,0.939
8,771.995,61.135,26,202,20.280,16.047,0.603,62,8,1.409,0.710,0.942
9,771.471,60.935,27,207,20.269,16.082,0.600,62,9,1.409,0.710,0.942
10,785.302,60.237,12,193,20.292,16.119,0.555,61,10,1.400,0.714,0.929
11,764.617,60.949,0,216,20.309,16.172,0.594,62,11,1.402,0.713,0.934
12,761.443,61.026,27,210,20.320,16.249,0.600,62,12,1.402,0.713,0.941
13,769.624,60.397,27,210,20.335,16.257,0.581,61,13,1.405,0.712,0.935
14,757.485,60.914,27,205,20.345,16.299,0.616,62,14,1.402,0.713,0.939
15,772.733,60.152,14,197,20.340,16.277,0.572,61,15,1.389,0.720,0.925
16,767.166,60.323,0,202,20.362,16.338,0.487,61,16,1.394,0.718,0.921
17,759.466,60.453,27,203,20.407,16.410,0.584,61,17,1.397,0.716,0.934
18,759.968,60.398,27,191,20.376,16.397,0.461,61,18,1.388,0.720,0.914
19,758.493,60.252,0,195,20.395,16.432,0.471,61,19,1.386,0.722,0.915
20,750.103,60.390,26,192,20.422,16.480,0.578,61,20,1.391,0.719,0.934
21,746.296,60.278,26,189,20.442,16.532,0.577,61,21,1.391,0.719,0.935
22,744.666,60.246,27,193,20.427,16.520,0.475,61,22,1.382,0.724,0.917
23,741.586,60.242,0,187,20.465,16.560,0.583,61,23,1.386,0.721,0.931
24,739.858,60.137,24,189,20.488,16.586,0.572,61,24,1.385,0.722,0.927
25,736.782,60.151,22,188,20.465,16.609,0.593,61,25,1.381,0.724,0.932
26,734.453,60.002,23,181,20.456,16.643,0.575,61,26,1.380,0.725,0.930
27,735.473,59.756,23,174,20.474,16.635,0.474,61,27,1.375,0.727,0.914
28,734.085,59.875,23,176,20.492,16.645,0.432,61,28,1.372,0.729,0.906
29,729.732,59.902,0,180,20.508,16.696,0.550,61,29,1.375,0.727,0.929
30,726.193,59.778,22,175,20.499,16.708,0.554,61,30,1.373,0.728,0.930
31,724.939,59.783,22,172,20.521,16.700,0.557,61,31,1.371,0.729,0.933
32,723.829,59.676,25,179,20.551,16.728,0.559,61,32,1.370,0.730,0.931
33,725.889,59.348,24,167,20.558,16.689,0.447,61,33,1.360,0.735,0.907
34,726.504,59.318,0,163,20.567,16.696,0.443,61,34,1.360,0.735,0.904
35,723.417,59.364,24,168,20.595,16.757,0.565,60,35,1.368,0.731,0.927
36,725.991,59.258,24,167,20.603,16.728,0.459,61,36,1.359,0.736,0.907
37,719.946,59.390,27,164,20.588,16.760,0.425,60,37,1.362,0.734,0.896
38,722.647,59.261,24,167,20.577,16.729,0.451,61,38,1.353,0.739,0.900
39,716.472,59.392,22,168,20.587,16.771,0.403,61,39,1.354,0.739,0.896
40,715.059,59.321,22,171,20.615,16.780,0.422,60,40,1.356,0.738,0.905
41,717.622,59.226,23,173,20.617,16.794,0.426,60,41,1.354,0.738,0.899
42,710.833,59.460,22,171,20.608,16.854,0.519,61,42,1.364,0.733,0.923
43,712.413,59.324,22,164,20.603,16.812,0.423,61,43,1.354,0.738,0.896
44,707.955,59.448,20,160,20.660,16.859,0.554,61,44,1.363,0.734,0.924
45,708.498,59.262,0,171,20.647,16.814,0.430,60,45,1.350,0.741,0.895
46,708.888,59.177,0,154,20.644,16.816,0.420,61,46,1.348,0.742,0.896
47,705.667,59.240,22,160,20.632,16.826,0.423,61,47,1.348,0.742,0.902
48,710.218,59.029,7,171,20.620,16.765,0.480,61,48,1.335,0.749,0.904
49,709.705,58.978,7,154,20.636,16.766,0.468,61,49,1.336,0.749,0.900
50,708.830,59.054,8,153,20.626,16.795,0.526,61,50,1.333,0.750,0.910
51,707.995,59.067,6,149,20.644,16.795,0.499,61,51,1.336,0.749,0.898
52,701.369,59.283,20,155,20.631,16.819,0.415,61,52,1.343,0.745,0.893
53,701.228,59.407,21,144,20.662,16.816,0.400,61,53,1.342,0.745,0.892
54,699.525,59.218,22,150,20.645,16.804,0.415,61,54,1.335,0.749,0.900
55,698.701,59.398,25,146,20.660,16.822,0.384,61,55,1.339,0.747,0.902
56,705.298,58.994,8,146,20.650,16.780,0.510,61,56,1.323,0.756,0.907
57,707.630,58.980,7,147,20.658,16.781,0.472,61,57,1.322,0.756,0.904
58,700.129,59.160,7,148,20.639,16.807,0.447,61,58,1.326,0.754,0.906
59,701.582,58.920,0,150,20.661,16.797,0.458,61,59,1.323,0.756,0.905
60,700.769,58.699,0,151,20.682,16.839,0.496,61,60,1.318,0.759,0.916
61,698.694,58.939,8,146,20.685,16.809,0.485,61,61,1.322,0.756,0.904
62,692.375,59.159,21,147,20.714,16.828,0.402,61,62,1.326,0.754,0.903
63,694.876,59.058,8,139,20.705,16.819,0.485,61,63,1.314,0.761,0.910
64,697.609,58.871,10,136,20.711,16.793,0.503,61,64,1.311,0.763,0.911
65,687.126,59.406,22,137,20.710,16.856,0.398,61,65,1.321,0.757,0.900
66,690.513,58.829,10,139,20.704,16.819,0.438,61,66,1.308,0.764,0.900
67,687.328,58.842,9,140,20.734,16.811,0.446,61,67,1.305,0.766,0.904
68,685.195,58.833,11,133,20.701,16.781,0.471,61,68,1.295,0.772,0.910
69,684.899,58.613,0,137,20.705,16.776,0.480,61,69,1.297,0.771,0.908
70,675.597,58.962,0,127,20.771,16.877,0.400,61,70,1.318,0.759,0.896
71,674.556,59.000,23,127,20.745,16.864,0.388,61,71,1.318,0.759,0.897
72,678.384,58.666,10,126,20.769,16.806,0.471,61,72,1.303,0.768,0.902
73,670.128,58.818,23,118,20.783,16.854,0.373,61,73,1.317,0.759,0.899
74,668.635,58.691,0,124,20.767,16.851,0.391,61,74,1.310,0.764,0.902
75,673.909,58.368,0,119,20.772,16.798,0.465,61,75,1.293,0.774,0.907
76,666.571,58.615,22,119,20.815,16.832,0.375,61,76,1.302,0.768,0.900
77,675.398,58.013,0,118,20.814,16.770,0.438,61,77,1.282,0.780,0.909
78,666.516,58.345,0,122,20.819,16.818,0.366,61,78,1.293,0.773,0.900
79,672.467,57.895,8,115,20.822,16.756,0.459,60,79,1.285,0.778,0.910
80,672.083,57.848,10,113,20.829,16.745,0.492,60,80,1.282,0.780,0.909
81,665.551,57.873,9,106,20.831,16.759,0.446,60,81,1.288,0.776,0.902
82,657.493,57.969,8,105,20.818,16.764,0.445,60,82,1.286,0.778,0.911
83,658.014,57.846,0,113,20.807,16.771,0.435,60,83,1.281,0.781,0.897
84,674.889,56.894,7,109,20.837,16.721,0.478,60,84,1.273,0.786,0.909
85,665.547,56.855,0,115,20.845,16.725,0.455,60,85,1.281,0.781,0.905
86,652.779,57.193,0,106,20.846,16.764,0.349,60,86,1.286,0.778,0.896
87,662.352,56.882,9,104,20.831,16.725,0.497,60,87,1.273,0.785,0.919
88,652.548,57.029,9,103,20.826,16.734,0.456,60,88,1.282,0.780,0.911
89,650.852,57.131,8,103,20.868,16.736,0.401,60,89,1.278,0.783,0.901
90,648.521,57.129,7,103,20.882,16.730,0.399,60,90,1.281,0.781,0.897
