 ,Area,Mean,Min,Max,XM,YM,Circ.,Median,Slice,AR,Round,Solidity
1,178.958,93.185,37,204,13.920,12.830,0.810,81,1,1.475,0.678,0.980
2,179.012,93.652,37,211,13.823,12.768,0.813,80,2,1.476,0.677,0.981
3,179.019,94.058,37,208,13.765,12.733,0.812,81,3,1.477,0.677,0.978
4,178.568,93.627,37,205,13.723,12.696,0.805,80,4,1.473,0.679,0.976
5,178.543,93.878,37,207,13.693,12.708,0.804,80,5,1.468,0.681,0.979
6,178.049,93.792,37,205,13.665,12.676,0.814,80,6,1.460,0.685,0.979
7,177.912,93.904,37,211,13.641,12.673,0.811,80,7,1.460,0.685,0.979
8,177.822,93.574,37,205,13.637,12.685,0.804,80,8,1.465,0.683,0.979
9,178.128,93.568,37,207,13.625,12.692,0.805,79,9,1.467,0.682,0.978
10,179.084,92.879,36,204,13.614,12.696,0.801,79,10,1.467,0.682,0.978
11,178.258,92.718,36,205,13.599,12.699,0.799,79,11,1.468,0.681,0.978
12,177.923,92.998,36,205,13.585,12.695,0.798,79,12,1.463,0.683,0.975
13,177.775,92.834,36,208,13.561,12.689,0.807,79,13,1.464,0.683,0.978
14,177.216,92.679,36,204,13.559,12.679,0.808,79,14,1.468,0.681,0.977
15,176.960,92.641,36,201,13.556,12.713,0.801,79,15,1.476,0.677,0.977
16,176.552,92.851,36,206,13.547,12.711,0.799,79,16,1.478,0.676,0.978
17,176.007,92.364,36,204,13.539,12.720,0.789,78,17,1.484,0.674,0.975
18,175.423,92.727,36,206,13.547,12.712,0.800,79,18,1.489,0.672,0.977
19,175.315,92.301,36,205,13.539,12.708,0.792,78,19,1.480,0.676,0.975
20,174.994,92.671,36,207,13.516,12.718,0.791,79,20,1.470,0.680,0.975
21,174.947,92.556,36,202,13.505,12.737,0.791,79,21,1.484,0.674,0.976
22,174.499,92.250,36,202,13.500,12.737,0.791,79,22,1.483,0.674,0.976
23,173.973,92.308,36,202,13.493,12.735,0.792,78,23,1.489,0.672,0.977
24,175.004,91.839,35,202,13.490,12.751,0.792,78,24,1.490,0.671,0.976
25,174.921,92.219,35,203,13.481,12.744,0.788,79,25,1.496,0.668,0.975
26,174.225,91.919,35,205,13.482,12.737,0.799,78,26,1.497,0.668,0.976
27,174.460,91.824,35,201,13.471,12.738,0.802,78,27,1.496,0.669,0.977
28,173.937,91.603,35,199,13.467,12.749,0.794,78,28,1.502,0.666,0.978
29,173.652,91.427,35,201,13.463,12.725,0.796,78,29,1.505,0.665,0.977
30,173.244,91.458,35,200,13.450,12.724,0.796,78,30,1.503,0.665,0.979
31,173.399,91.539,35,203,13.440,12.730,0.797,78,31,1.499,0.667,0.977
32,173.313,91.636,35,207,13.441,12.742,0.802,78,32,1.501,0.666,0.979
33,173.197,91.106,35,204,13.445,12.739,0.785,77,33,1.496,0.669,0.978
34,173.331,90.892,35,204,13.432,12.743,0.800,77,34,1.493,0.670,0.977
35,173.479,90.938,35,201,13.438,12.741,0.791,77,35,1.500,0.667,0.977
36,173.836,90.450,34,203,13.416,12.760,0.798,77,36,1.507,0.663,0.976
37,173.399,90.483,34,208,13.427,12.746,0.803,77,37,1.510,0.662,0.976
38,173.255,90.514,34,203,13.429,12.733,0.793,77,38,1.520,0.658,0.978
39,172.898,90.533,34,208,13.424,12.745,0.792,77,39,1.512,0.661,0.976
40,171.985,90.500,34,204,13.420,12.707,0.790,77,40,1.516,0.660,0.974
41,172.090,89.914,34,200,13.404,12.717,0.801,76,41,1.511,0.662,0.977
42,171.466,89.938,34,205,13.405,12.707,0.789,76,42,1.512,0.661,0.973
43,171.556,89.701,34,200,13.414,12.676,0.789,76,43,1.510,0.662,0.972
44,171.697,89.554,34,204,13.423,12.679,0.787,76,44,1.517,0.659,0.975
45,171.657,89.704,34,203,13.420,12.672,0.787,76,45,1.517,0.659,0.976
46,171.321,89.630,34,203,13.416,12.659,0.791,76,46,1.516,0.660,0.976
47,172.393,88.944,33,203,13.418,12.672,0.781,76,47,1.516,0.660,0.972
48,172.000,88.994,33,204,13.416,12.664,0.777,76,48,1.507,0.664,0.972
49,171.343,88.816,33,202,13.411,12.647,0.779,75,49,1.514,0.660,0.973
50,171.736,89.112,33,205,13.406,12.644,0.786,76,50,1.514,0.661,0.972
51,171.033,88.853,33,205,13.407,12.638,0.802,75,51,1.509,0.663,0.978
52,170.467,88.870,33,203,13.406,12.635,0.784,75,52,1.501,0.666,0.974
53,170.513,88.626,33,201,13.417,12.651,0.787,75,53,1.506,0.664,0.974
54,170.438,88.949,33,202,13.420,12.684,0.784,76,54,1.509,0.663,0.973
55,169.781,88.679,33,210,13.415,12.677,0.788,75,55,1.512,0.661,0.973
56,169.687,88.749,33,206,13.404,12.673,0.779,76,56,1.507,0.663,0.972
57,169.287,88.444,33,201,13.389,12.676,0.787,75,57,1.507,0.663,0.973
58,169.561,88.600,33,203,13.384,12.664,0.792,75,58,1.501,0.666,0.972
59,169.074,88.147,33,200,13.385,12.655,0.783,75,59,1.505,0.665,0.973
60,169.583,88.195,33,203,13.378,12.670,0.791,75,60,1.505,0.665,0.973
61,169.547,88.640,33,201,13.374,12.702,0.785,75,61,1.500,0.667,0.975
62,175.910,89.843,35,203,13.460,12.742,0.794,77,62,1.498,0.667,0.973
63,173.132,88.776,33,204,13.396,12.720,0.796,76,63,1.502,0.666,0.977
64,173.125,89.060,33,202,13.408,12.737,0.799,76,64,1.497,0.668,0.978
65,172.465,89.046,33,207,13.384,12.747,0.793,76,65,1.503,0.665,0.976
66,172.375,88.947,33,205,13.393,12.735,0.793,76,66,1.507,0.663,0.974
67,172.173,88.695,33,204,13.405,12.753,0.789,75,67,1.503,0.665,0.974
68,172.025,88.601,33,205,13.412,12.783,0.789,75,68,1.509,0.663,0.976
69,172.674,88.330,33,202,13.446,12.774,0.792,75,69,1.500,0.666,0.975
70,172.479,88.242,33,207,13.448,12.779,0.787,75,70,1.500,0.666,0.976
71,173.255,87.602,33,201,13.441,12.791,0.791,75,71,1.504,0.665,0.976
72,173.056,87.782,33,204,13.438,12.792,0.790,75,72,1.504,0.665,0.976
73,173.046,87.490,33,203,13.444,12.827,0.784,75,73,1.498,0.667,0.975
74,172.083,87.498,33,206,13.461,12.838,0.783,74,74,1.496,0.668,0.975
75,173.785,86.585,32,201,13.473,12.863,0.789,74,75,1.494,0.670,0.974
76,174.380,86.606,32,208,13.484,12.867,0.791,74,76,1.491,0.671,0.974
