 ,Area,Mean,Min,Max,XM,YM,Circ.,Median,Slice,AR,Round,Solidity
1,0.036,34.000,34,34,4.233,4.425,0.579,34,1,15.110,0.066,0.167
2,2.111,37.774,33,46,4.367,4.073,0.476,38,2,1.204,0.830,0.699
3,3.040,37.982,31,49,4.233,4.065,0.382,37,3,1.220,0.820,0.706
4,3.434,40.136,31,53,4.341,4.000,0.461,39,4,1.265,0.790,0.743
5,4.562,39.891,33,52,4.353,3.972,0.407,39,5,1.195,0.837,0.675
6,5.426,40.125,33,52,4.467,3.838,0.482,39,6,1.128,0.886,0.753
7,5.961,40.246,32,57,4.409,3.932,0.605,39,7,1.111,0.900,0.872
8,6.384,39.822,33,53,4.332,3.825,0.435,39,8,1.145,0.873,0.755
9,5.911,40.568,33,57,4.406,3.868,0.329,39,9,1.059,0.944,0.727
10,6.493,40.339,33,54,4.339,3.833,0.466,40,10,1.117,0.895,0.802
11,6.402,40.348,33,56,4.309,3.693,0.382,40,11,1.048,0.954,0.769
12,7.505,39.730,31,53,4.295,3.713,0.305,39,12,1.132,0.883,0.763
13,7.060,39.682,33,52,4.334,3.751,0.405,39,13,1.154,0.867,0.818
14,7.165,39.970,33,50,4.325,3.753,0.479,40,14,1.173,0.853,0.648
15,7.299,39.999,33,56,4.354,3.866,0.388,39,15,1.098,0.910,0.729
16,7.400,40.345,32,53,4.359,3.774,0.468,40,16,1.167,0.857,0.776
17,7.957,39.437,32,51,4.404,3.794,0.403,39,17,1.268,0.789,0.750
18,8.235,39.533,31,52,4.377,3.809,0.404,39,18,1.237,0.809,0.713
19,7.505,39.771,33,52,4.329,3.797,0.514,40,19,1.084,0.923,0.834
20,8.112,40.100,33,53,4.261,3.744,0.544,40,20,1.251,0.799,0.858
21,8.018,40.106,33,50,4.268,3.778,0.524,40,21,1.202,0.832,0.810
22,8.221,40.226,33,51,4.250,3.776,0.529,40,22,1.068,0.936,0.825
23,8.112,39.651,33,52,4.326,3.824,0.309,40,23,1.157,0.864,0.741
24,7.993,39.434,33,52,4.299,3.840,0.398,39,24,1.213,0.824,0.603
25,8.362,39.559,32,53,4.188,3.885,0.496,39,25,1.324,0.755,0.836
26,8.430,39.745,32,53,4.121,3.884,0.388,40,26,1.227,0.815,0.787
27,8.354,39.656,30,51,4.249,3.870,0.332,39,27,1.138,0.879,0.688
28,8.499,39.309,33,50,4.115,3.816,0.368,39,28,1.148,0.871,0.792
29,7.805,40.153,33,51,4.137,3.820,0.348,40,29,1.151,0.869,0.684
30,8.644,39.711,33,54,4.210,3.797,0.352,39,30,1.304,0.767,0.703
31,8.691,39.405,32,51,4.258,3.880,0.386,39,31,1.163,0.860,0.781
32,8.459,40.363,33,53,4.229,3.819,0.512,40,32,1.173,0.852,0.826
33,8.083,40.444,32,49,4.173,3.909,0.394,41,33,1.217,0.822,0.698
34,8.951,39.723,32,51,4.300,3.910,0.430,39,34,1.052,0.950,0.794
35,8.192,40.239,33,54,4.142,3.889,0.362,40,35,1.101,0.908,0.611
36,7.968,39.762,33,50,4.185,3.781,0.326,40,36,1.371,0.729,0.678
37,7.986,40.041,33,51,4.164,3.828,0.345,40,37,1.161,0.861,0.719
38,8.246,39.521,32,49,4.219,3.886,0.392,40,38,1.138,0.879,0.761
39,8.900,39.671,32,50,4.180,3.892,0.421,40,39,1.062,0.942,0.777
40,8.362,40.016,33,52,4.154,3.865,0.464,40,40,1.210,0.826,0.733
41,8.119,39.281,32,52,4.191,3.978,0.416,39,41,1.145,0.873,0.807
42,7.841,40.979,33,53,4.120,3.905,0.408,41,42,1.182,0.846,0.771
43,8.542,40.102,33,54,4.156,3.836,0.415,40,43,1.100,0.909,0.755
44,8.416,40.049,32,49,4.139,3.972,0.423,40,44,1.094,0.914,0.803
45,7.866,40.429,33,54,4.176,4.008,0.401,40,45,1.031,0.970,0.495
46,8.387,40.942,33,54,4.093,3.981,0.451,41,46,1.110,0.901,0.776
47,9.164,40.256,32,53,4.052,4.012,0.367,40,47,1.204,0.830,0.773
48,9.193,40.300,33,55,4.092,3.986,0.470,40,48,1.167,0.857,0.758
49,8.665,39.498,33,53,4.026,3.846,0.468,39,49,1.101,0.908,0.799
50,8.430,40.482,33,55,4.044,3.919,0.309,40,50,1.106,0.904,0.757
51,7.939,40.123,33,57,4.017,3.818,0.328,40,51,1.220,0.820,0.693
52,8.398,39.620,32,50,4.031,3.893,0.472,39,52,1.060,0.943,0.802
53,8.394,39.707,33,53,3.945,3.889,0.442,39,53,1.102,0.907,0.825
54,8.412,39.902,31,50,4.005,3.854,0.386,40,54,1.115,0.897,0.751
55,8.170,40.545,33,57,4.007,3.871,0.408,40,55,1.125,0.889,0.740
56,7.823,40.495,32,53,4.034,3.873,0.332,40,56,1.133,0.882,0.756
57,8.257,40.875,33,51,4.047,3.863,0.476,41,57,1.077,0.928,0.812
58,8.824,39.831,32,53,4.079,3.856,0.457,40,58,1.189,0.841,0.845
59,8.477,40.202,32,52,4.024,3.800,0.369,40,59,1.154,0.867,0.721
60,8.882,39.047,32,49,3.975,3.842,0.457,39,60,1.117,0.895,0.844
61,8.199,40.328,33,52,4.007,3.912,0.441,40,61,1.157,0.865,0.792
62,8.206,40.027,33,53,3.970,3.921,0.317,40,62,1.127,0.887,0.704
63,9.171,40.052,32,53,3.971,3.932,0.409,40,63,1.053,0.950,0.753
64,8.239,39.699,30,52,3.899,3.847,0.433,39,64,1.184,0.844,0.700
65,9.005,39.400,33,51,4.012,4.019,0.388,39,65,1.185,0.844,0.801
66,8.763,40.003,33,53,3.826,3.929,0.346,40,66,1.152,0.868,0.820
67,8.925,39.705,31,50,3.962,3.893,0.433,39,67,1.194,0.837,0.799
68,8.900,39.412,32,50,3.846,3.842,0.397,39,68,1.140,0.877,0.778
69,8.134,39.965,33,50,3.898,3.895,0.342,39,69,1.212,0.825,0.754
70,8.542,39.444,32,50,3.755,3.931,0.518,39,70,1.081,0.925,0.740
71,7.194,39.935,33,54,3.818,4.015,0.365,39,71,1.111,0.900,0.766
72,8.437,38.882,32,50,3.737,4.019,0.315,38,72,1.235,0.810,0.696
73,7.686,40.193,33,51,3.640,4.029,0.294,40,73,1.210,0.827,0.741
74,8.951,39.180,33,51,3.633,3.884,0.334,38,74,1.188,0.842,0.764
75,8.343,39.501,30,52,3.638,3.845,0.465,39,75,1.272,0.786,0.783
76,8.376,39.394,33,53,3.713,3.944,0.364,39,76,1.188,0.842,0.699
77,8.246,39.278,32,51,3.681,3.988,0.423,39,77,1.205,0.830,0.797
78,7.364,39.323,33,50,3.633,3.978,0.353,39,78,1.321,0.757,0.725
79,7.913,39.587,33,50,3.642,4.084,0.336,39,79,1.090,0.917,0.661
80,7.646,39.210,33,49,3.629,3.991,0.296,39,80,1.200,0.833,0.680
81,8.506,38.843,33,50,3.582,3.922,0.356,38,81,1.254,0.797,0.716
