 ,Area,Mean,Min,Max,XM,YM,Circ.,Median,Slice,AR,Round,Solidity
1,746.578,23.245,7,91,21.947,10.263,0.402,22,1,2.173,0.460,0.961
2,746.397,23.222,7,95,21.845,10.210,0.431,22,2,2.172,0.460,0.963
3,745.367,23.224,0,93,21.838,10.202,0.416,22,3,2.153,0.464,0.961
4,748.440,23.202,7,90,21.811,10.209,0.380,22,4,2.144,0.466,0.953
5,752.059,23.191,7,105,21.857,10.208,0.406,22,5,2.142,0.467,0.962
6,753.855,23.140,7,106,21.785,10.213,0.385,22,6,2.134,0.469,0.959
7,755.721,23.160,7,98,21.791,10.188,0.432,22,7,2.135,0.468,0.964
8,755.594,23.131,8,89,21.809,10.204,0.400,22,8,2.130,0.470,0.961
9,758.352,23.097,7,92,21.806,10.218,0.357,22,9,2.132,0.469,0.958
10,757.232,23.057,7,92,21.824,10.208,0.388,22,10,2.137,0.468,0.962
11,757.514,23.108,0,100,21.809,10.202,0.380,22,11,2.126,0.470,0.960
12,760.276,23.068,3,96,21.795,10.197,0.475,22,12,2.132,0.469,0.964
13,756.256,23.072,0,92,21.812,10.219,0.365,22,13,2.109,0.474,0.951
14,758.338,23.080,0,93,21.805,10.188,0.436,22,14,2.125,0.471,0.965
15,755.196,23.088,7,89,21.842,10.214,0.349,22,15,2.114,0.473,0.960
16,756.216,23.139,8,89,21.824,10.247,0.368,22,16,2.106,0.475,0.957
17,758.446,23.031,0,90,21.827,10.231,0.419,22,17,2.106,0.475,0.962
18,758.598,23.039,7,85,21.868,10.232,0.396,21,18,2.105,0.475,0.965
19,762.217,23.014,5,88,21.807,10.222,0.429,21,19,2.117,0.472,0.962
20,763.742,22.986,4,90,21.807,10.223,0.436,21,20,2.123,0.471,0.969
21,759.140,23.014,5,90,21.809,10.219,0.409,21,21,2.115,0.473,0.967
22,760.720,22.929,0,90,21.836,10.209,0.405,21,22,2.100,0.476,0.964
23,759.357,23.072,5,86,21.819,10.216,0.455,21,23,2.100,0.476,0.961
24,761.179,22.985,6,87,21.851,10.212,0.420,21,24,2.112,0.473,0.965
25,759.419,23.040,6,83,21.861,10.229,0.414,21,25,2.113,0.473,0.961
26,758.519,22.936,0,86,21.875,10.218,0.408,21,26,2.108,0.474,0.962
27,758.511,22.964,6,92,21.894,10.238,0.462,21,27,2.105,0.475,0.968
28,757.380,22.978,5,78,21.848,10.218,0.407,21,28,2.096,0.477,0.963
29,757.687,22.909,6,84,21.883,10.211,0.413,21,29,2.103,0.476,0.959
30,742.811,23.103,0,82,21.835,10.207,0.402,21,30,2.080,0.481,0.954
31,743.393,23.134,5,84,21.854,10.196,0.369,21,31,2.086,0.479,0.959
32,757.937,22.882,0,89,21.845,10.249,0.420,21,32,2.101,0.476,0.964
33,770.831,22.574,7,78,21.873,10.262,0.410,21,33,2.131,0.469,0.962
